model_name,source_project,target_project,scenario,top-1,top-5,top-10,MAP,MRR
TRANP-CNN,scikit-learn/scikit-learn,matplotlib/matplotlib,WP-large,0.027,0.1081,0.1622,0.2804,0.2804
TRANP-CNN,scikit-learn/scikit-learn,matplotlib/matplotlib,CP-cold-start,0.0,0.027,0.1081,0.0946,0.0946
TRANP-CNN,scikit-learn/scikit-learn,matplotlib/matplotlib,CP-transfer,0.027,0.1081,0.1622,0.2582,0.2582
TRANP-CNN,matplotlib/matplotlib,google/jax,WP-small,0.1404,0.5702,0.7193,0.2783,0.343
TRANP-CNN,matplotlib/matplotlib,google/jax,WP-large,0.2719,0.6404,0.7456,0.3767,0.4503
TRANP-CNN,matplotlib/matplotlib,google/jax,CP-cold-start,0.0175,0.0702,0.114,0.0432,0.0626
TRANP-CNN,matplotlib/matplotlib,google/jax,CP-transfer,0.193,0.4561,0.6228,0.2751,0.3281
TRANP-CNN,google/jax,matplotlib/matplotlib,WP-small,0.027,0.1081,0.1892,0.3366,0.3366
TRANP-CNN,google/jax,matplotlib/matplotlib,WP-large,0.0,0.0811,0.1351,0.1552,0.1552
TRANP-CNN,google/jax,matplotlib/matplotlib,CP-cold-start,0.0,0.0,0.0,0.0038,0.0038
TRANP-CNN,google/jax,matplotlib/matplotlib,CP-transfer,0.0,0.1081,0.1622,0.2016,0.2016
TRANP-CNN,matplotlib/matplotlib,jupyterlab/jupyterlab,WP-small,0.125,0.425,0.5,0.4722,0.4797
TRANP-CNN,matplotlib/matplotlib,jupyterlab/jupyterlab,WP-large,0.15,0.5,0.5,0.5867,0.5892
TRANP-CNN,matplotlib/matplotlib,jupyterlab/jupyterlab,CP-cold-start,0.0,0.05,0.075,0.0478,0.0499
TRANP-CNN,matplotlib/matplotlib,jupyterlab/jupyterlab,CP-transfer,0.25,0.475,0.5,0.6646,0.6671
TRANP-CNN,jupyterlab/jupyterlab,matplotlib/matplotlib,WP-small,0.0541,0.0811,0.1622,0.3725,0.3725
TRANP-CNN,jupyterlab/jupyterlab,matplotlib/matplotlib,WP-large,0.027,0.0811,0.1622,0.2942,0.2942
TRANP-CNN,jupyterlab/jupyterlab,matplotlib/matplotlib,CP-cold-start,0.027,0.1081,0.1351,0.3202,0.3202
TRANP-CNN,jupyterlab/jupyterlab,matplotlib/matplotlib,CP-transfer,0.027,0.0811,0.1081,0.2357,0.2357
TRANP-CNN,matplotlib/matplotlib,lightning-ai/lightning,WP-small,0.3067,0.4933,0.5867,0.2691,0.4176
TRANP-CNN,matplotlib/matplotlib,lightning-ai/lightning,WP-large,0.32,0.5733,0.68,0.309,0.438
TRANP-CNN,matplotlib/matplotlib,lightning-ai/lightning,CP-cold-start,0.0,0.0,0.0267,0.0139,0.0122
TRANP-CNN,matplotlib/matplotlib,lightning-ai/lightning,CP-transfer,0.32,0.5733,0.68,0.2993,0.4435
TRANP-CNN,lightning-ai/lightning,matplotlib/matplotlib,WP-small,0.027,0.0811,0.0811,0.2658,0.2658
TRANP-CNN,lightning-ai/lightning,matplotlib/matplotlib,WP-large,0.0,0.1081,0.1351,0.2316,0.2316
TRANP-CNN,lightning-ai/lightning,matplotlib/matplotlib,CP-cold-start,0.0,0.0,0.0,0.0037,0.0037
TRANP-CNN,lightning-ai/lightning,matplotlib/matplotlib,CP-transfer,0.0,0.0811,0.1351,0.1711,0.1711
TRANP-CNN,matplotlib/matplotlib,prefecthq/prefect,WP-small,0.1098,0.1951,0.2927,0.2697,0.3063
TRANP-CNN,matplotlib/matplotlib,prefecthq/prefect,WP-large,0.1585,0.2927,0.3415,0.3312,0.406
TRANP-CNN,matplotlib/matplotlib,prefecthq/prefect,CP-cold-start,0.0,0.0,0.0,0.014,0.0099
TRANP-CNN,matplotlib/matplotlib,prefecthq/prefect,CP-transfer,0.061,0.2073,0.2683,0.1975,0.2429
TRANP-CNN,prefecthq/prefect,matplotlib/matplotlib,WP-small,0.0,0.0541,0.0811,0.1108,0.1108
TRANP-CNN,prefecthq/prefect,matplotlib/matplotlib,WP-large,0.0,0.1081,0.1892,0.2167,0.2167
TRANP-CNN,prefecthq/prefect,matplotlib/matplotlib,CP-cold-start,0.0,0.0,0.0,0.0035,0.0035
TRANP-CNN,prefecthq/prefect,matplotlib/matplotlib,CP-transfer,0.0,0.0811,0.0811,0.15,0.15
TRANP-CNN,matplotlib/matplotlib,pydata/xarray,WP-small,0.08,0.4,0.52,0.1987,0.2369
TRANP-CNN,matplotlib/matplotlib,pydata/xarray,WP-large,0.2,0.32,0.64,0.2651,0.3006
TRANP-CNN,matplotlib/matplotlib,pydata/xarray,CP-cold-start,0.0,0.0,0.0,0.0079,0.0066
TRANP-CNN,matplotlib/matplotlib,pydata/xarray,CP-transfer,0.08,0.4,0.64,0.1975,0.2273
TRANP-CNN,pydata/xarray,matplotlib/matplotlib,WP-small,0.0541,0.0541,0.0811,0.2788,0.2788
TRANP-CNN,pydata/xarray,matplotlib/matplotlib,WP-large,0.0,0.1081,0.1351,0.1642,0.1642
TRANP-CNN,pydata/xarray,matplotlib/matplotlib,CP-cold-start,0.027,0.0541,0.0541,0.177,0.177
TRANP-CNN,pydata/xarray,matplotlib/matplotlib,CP-transfer,0.027,0.0811,0.1622,0.2923,0.2923
TRANP-CNN,numpy/numpy,open-mmlab/mmdetection,WP-small,0.0476,0.0476,0.0952,0.1312,0.129
TRANP-CNN,numpy/numpy,open-mmlab/mmdetection,WP-large,0.0,0.0952,0.0952,0.0904,0.1058
TRANP-CNN,numpy/numpy,open-mmlab/mmdetection,CP-cold-start,0.0476,0.0952,0.1429,0.1548,0.156
TRANP-CNN,numpy/numpy,open-mmlab/mmdetection,CP-transfer,0.0,0.2381,0.2857,0.1839,0.2205
TRANP-CNN,open-mmlab/mmdetection,numpy/numpy,WP-small,0.0248,0.1056,0.1429,0.1438,0.1655
TRANP-CNN,open-mmlab/mmdetection,numpy/numpy,WP-large,0.0621,0.1429,0.1925,0.2323,0.2591
TRANP-CNN,open-mmlab/mmdetection,numpy/numpy,CP-cold-start,0.0,0.0,0.0,0.0076,0.0057
TRANP-CNN,open-mmlab/mmdetection,numpy/numpy,CP-transfer,0.0497,0.1429,0.1988,0.2002,0.224
TRANP-CNN,numpy/numpy,ray-project/ray,WP-small,0.0,0.1029,0.1618,0.1092,0.123
TRANP-CNN,numpy/numpy,ray-project/ray,WP-large,0.0147,0.1618,0.2353,0.1982,0.2259
TRANP-CNN,numpy/numpy,ray-project/ray,CP-cold-start,0.0,0.0735,0.1176,0.0588,0.0807
TRANP-CNN,numpy/numpy,ray-project/ray,CP-transfer,0.0588,0.1912,0.2353,0.2242,0.292
TRANP-CNN,ray-project/ray,numpy/numpy,WP-small,0.0621,0.1366,0.1988,0.2269,0.254
TRANP-CNN,ray-project/ray,numpy/numpy,WP-large,0.0683,0.1739,0.2112,0.239,0.2824
TRANP-CNN,ray-project/ray,numpy/numpy,CP-cold-start,0.0,0.0,0.0,0.0058,0.0044
TRANP-CNN,ray-project/ray,numpy/numpy,CP-transfer,0.0559,0.1615,0.2112,0.2362,0.2563
TRANP-CNN,numpy/numpy,scikit-learn/scikit-learn,WP-small,0.0217,0.0652,0.1522,0.1507,0.1843
TRANP-CNN,numpy/numpy,scikit-learn/scikit-learn,WP-large,0.0217,0.1087,0.1739,0.2492,0.2573
TRANP-CNN,numpy/numpy,scikit-learn/scikit-learn,CP-cold-start,0.0,0.0652,0.087,0.0769,0.0894
TRANP-CNN,numpy/numpy,scikit-learn/scikit-learn,CP-transfer,0.0435,0.0652,0.1957,0.2043,0.2403
TRANP-CNN,scikit-learn/scikit-learn,numpy/numpy,WP-small,0.0311,0.1491,0.2112,0.1647,0.1935
TRANP-CNN,scikit-learn/scikit-learn,numpy/numpy,WP-large,0.0621,0.1491,0.2236,0.2446,0.2596
TRANP-CNN,scikit-learn/scikit-learn,numpy/numpy,CP-cold-start,0.0,0.0,0.0,0.0066,0.0057
TRANP-CNN,scikit-learn/scikit-learn,numpy/numpy,CP-transfer,0.0373,0.1801,0.2112,0.215,0.2398
TRANP-CNN,numpy/numpy,google/jax,WP-small,0.1228,0.5965,0.7018,0.273,0.3411
TRANP-CNN,numpy/numpy,google/jax,WP-large,0.2807,0.5789,0.7281,0.3767,0.4437
TRANP-CNN,numpy/numpy,google/jax,CP-cold-start,0.0263,0.1228,0.2105,0.0737,0.0963
TRANP-CNN,numpy/numpy,google/jax,CP-transfer,0.2632,0.5877,0.7193,0.3275,0.4053
TRANP-CNN,google/jax,numpy/numpy,WP-small,0.0373,0.1491,0.1863,0.1916,0.2073
TRANP-CNN,google/jax,numpy/numpy,WP-large,0.0683,0.1615,0.2174,0.2589,0.2884
TRANP-CNN,google/jax,numpy/numpy,CP-cold-start,0.0,0.0124,0.0621,0.0393,0.041
TRANP-CNN,google/jax,numpy/numpy,CP-transfer,0.0373,0.1304,0.1615,0.188,0.1933
TRANP-CNN,numpy/numpy,jupyterlab/jupyterlab,WP-small,0.125,0.475,0.5,0.4876,0.495
TRANP-CNN,numpy/numpy,jupyterlab/jupyterlab,WP-large,0.325,0.5,0.5,0.77,0.7933
TRANP-CNN,numpy/numpy,jupyterlab/jupyterlab,CP-cold-start,0.075,0.2,0.3,0.2633,0.2893
TRANP-CNN,numpy/numpy,jupyterlab/jupyterlab,CP-transfer,0.275,0.5,0.5,0.7033,0.72
TRANP-CNN,jupyterlab/jupyterlab,numpy/numpy,WP-small,0.0373,0.1366,0.1988,0.2059,0.2206
TRANP-CNN,jupyterlab/jupyterlab,numpy/numpy,WP-large,0.0621,0.1863,0.2609,0.2732,0.2981
TRANP-CNN,jupyterlab/jupyterlab,numpy/numpy,CP-cold-start,0.0,0.0497,0.0994,0.0799,0.0936
TRANP-CNN,jupyterlab/jupyterlab,numpy/numpy,CP-transfer,0.0559,0.1615,0.2236,0.2263,0.2449
TRANP-CNN,numpy/numpy,lightning-ai/lightning,WP-small,0.2667,0.52,0.68,0.3257,0.4029
TRANP-CNN,numpy/numpy,lightning-ai/lightning,WP-large,0.32,0.56,0.6667,0.3207,0.4387
TRANP-CNN,numpy/numpy,lightning-ai/lightning,CP-cold-start,0.0,0.0,0.0,0.0159,0.0126
TRANP-CNN,numpy/numpy,lightning-ai/lightning,CP-transfer,0.28,0.56,0.6933,0.297,0.4084
TRANP-CNN,lightning-ai/lightning,numpy/numpy,WP-small,0.0559,0.1429,0.1863,0.2228,0.2373
TRANP-CNN,lightning-ai/lightning,numpy/numpy,WP-large,0.0559,0.1863,0.2236,0.2425,0.2576
TRANP-CNN,lightning-ai/lightning,numpy/numpy,CP-cold-start,0.0248,0.0311,0.0373,0.0493,0.0745
TRANP-CNN,lightning-ai/lightning,numpy/numpy,CP-transfer,0.0373,0.1118,0.1739,0.1607,0.1859
TRANP-CNN,numpy/numpy,prefecthq/prefect,WP-small,0.122,0.2195,0.2683,0.266,0.3261
TRANP-CNN,numpy/numpy,prefecthq/prefect,WP-large,0.0976,0.2561,0.3537,0.2698,0.331
TRANP-CNN,numpy/numpy,prefecthq/prefect,CP-cold-start,0.0122,0.061,0.122,0.0728,0.0946
TRANP-CNN,numpy/numpy,prefecthq/prefect,CP-transfer,0.0976,0.2195,0.2805,0.2611,0.3125
TRANP-CNN,prefecthq/prefect,numpy/numpy,WP-small,0.0497,0.1304,0.2112,0.1996,0.2197
TRANP-CNN,prefecthq/prefect,numpy/numpy,WP-large,0.087,0.1739,0.236,0.2798,0.33
TRANP-CNN,prefecthq/prefect,numpy/numpy,CP-cold-start,0.0,0.0186,0.0435,0.0478,0.0465
TRANP-CNN,prefecthq/prefect,numpy/numpy,CP-transfer,0.0745,0.1429,0.1988,0.2375,0.2734
TRANP-CNN,numpy/numpy,pydata/xarray,WP-small,0.08,0.44,0.44,0.1869,0.2102
TRANP-CNN,numpy/numpy,pydata/xarray,WP-large,0.12,0.48,0.6,0.2528,0.2983
TRANP-CNN,numpy/numpy,pydata/xarray,CP-cold-start,0.0,0.04,0.16,0.0435,0.0468
TRANP-CNN,numpy/numpy,pydata/xarray,CP-transfer,0.12,0.36,0.48,0.1824,0.2317
TRANP-CNN,pydata/xarray,numpy/numpy,WP-small,0.0497,0.1366,0.2236,0.1887,0.2305
TRANP-CNN,pydata/xarray,numpy/numpy,WP-large,0.0435,0.1491,0.205,0.2158,0.2363
TRANP-CNN,pydata/xarray,numpy/numpy,CP-cold-start,0.0,0.0,0.0062,0.0158,0.0149
TRANP-CNN,pydata/xarray,numpy/numpy,CP-transfer,0.0373,0.1118,0.1801,0.1598,0.1849
TRANP-CNN,open-mmlab/mmdetection,ray-project/ray,WP-small,0.0294,0.0294,0.0441,0.0828,0.0836
TRANP-CNN,open-mmlab/mmdetection,ray-project/ray,WP-large,0.0441,0.1618,0.2206,0.1974,0.2302
TRANP-CNN,open-mmlab/mmdetection,ray-project/ray,CP-cold-start,0.0,0.0,0.0,0.0148,0.0173
TRANP-CNN,open-mmlab/mmdetection,ray-project/ray,CP-transfer,0.0294,0.1912,0.25,0.2044,0.2201
TRANP-CNN,ray-project/ray,open-mmlab/mmdetection,WP-small,0.0,0.0952,0.0952,0.0879,0.0855
TRANP-CNN,ray-project/ray,open-mmlab/mmdetection,WP-large,0.0,0.0,0.0,0.0363,0.0395
TRANP-CNN,ray-project/ray,open-mmlab/mmdetection,CP-cold-start,0.0,0.0,0.0,0.0252,0.0269
TRANP-CNN,ray-project/ray,open-mmlab/mmdetection,CP-transfer,0.0,0.1429,0.1905,0.107,0.1441
TRANP-CNN,open-mmlab/mmdetection,scikit-learn/scikit-learn,WP-small,0.0,0.0435,0.1087,0.0879,0.098
TRANP-CNN,open-mmlab/mmdetection,scikit-learn/scikit-learn,WP-large,0.0,0.1304,0.1739,0.2023,0.2243
TRANP-CNN,open-mmlab/mmdetection,scikit-learn/scikit-learn,CP-cold-start,0.0,0.0,0.0,0.0154,0.0153
TRANP-CNN,open-mmlab/mmdetection,scikit-learn/scikit-learn,CP-transfer,0.0,0.1087,0.1739,0.1788,0.1932
TRANP-CNN,scikit-learn/scikit-learn,open-mmlab/mmdetection,WP-small,0.0,0.0476,0.0952,0.0822,0.0841
TRANP-CNN,scikit-learn/scikit-learn,open-mmlab/mmdetection,WP-large,0.0476,0.1429,0.1905,0.1835,0.2004
TRANP-CNN,scikit-learn/scikit-learn,open-mmlab/mmdetection,CP-cold-start,0.0,0.0,0.0,0.0166,0.0158
TRANP-CNN,scikit-learn/scikit-learn,open-mmlab/mmdetection,CP-transfer,0.0,0.0,0.1429,0.045,0.0526
TRANP-CNN,open-mmlab/mmdetection,google/jax,WP-small,0.2018,0.5526,0.6491,0.2962,0.3702
TRANP-CNN,open-mmlab/mmdetection,google/jax,WP-large,0.2719,0.5965,0.7105,0.3572,0.4311
TRANP-CNN,open-mmlab/mmdetection,google/jax,CP-cold-start,0.0,0.0088,0.0088,0.0151,0.0137
TRANP-CNN,open-mmlab/mmdetection,google/jax,CP-transfer,0.2632,0.5263,0.6754,0.3308,0.4024
TRANP-CNN,google/jax,open-mmlab/mmdetection,WP-small,0.0,0.0,0.0952,0.0498,0.0475
TRANP-CNN,google/jax,open-mmlab/mmdetection,WP-large,0.0,0.0476,0.1905,0.1004,0.1026
TRANP-CNN,google/jax,open-mmlab/mmdetection,CP-cold-start,0.0,0.0,0.0,0.0111,0.0099
TRANP-CNN,google/jax,open-mmlab/mmdetection,CP-transfer,0.0,0.0952,0.1429,0.0818,0.1209
TRANP-CNN,open-mmlab/mmdetection,jupyterlab/jupyterlab,WP-small,0.2,0.475,0.5,0.5689,0.5904
TRANP-CNN,open-mmlab/mmdetection,jupyterlab/jupyterlab,WP-large,0.25,0.475,0.5,0.6826,0.7104
TRANP-CNN,open-mmlab/mmdetection,jupyterlab/jupyterlab,CP-cold-start,0.0,0.0,0.05,0.0245,0.0293
TRANP-CNN,open-mmlab/mmdetection,jupyterlab/jupyterlab,CP-transfer,0.225,0.475,0.5,0.6188,0.6458
TRANP-CNN,jupyterlab/jupyterlab,open-mmlab/mmdetection,WP-small,0.0476,0.0952,0.0952,0.144,0.1416
TRANP-CNN,jupyterlab/jupyterlab,open-mmlab/mmdetection,WP-large,0.0476,0.1429,0.1905,0.1574,0.1806
TRANP-CNN,jupyterlab/jupyterlab,open-mmlab/mmdetection,CP-cold-start,0.0,0.0,0.0,0.0064,0.0049
COOBA,prefecthq/prefect,pydata/xarray,WP-small,0.16,0.28,0.48,0.2146416616071034,0.23593450257055637
