source_project,target_project,scenario,model_n_bugs,model_top1,model_top5,model_top10,model_mrr,model_mean_rank,model_median_rank,faiss_n_bugs,faiss_top1,faiss_top5,faiss_top10,faiss_mrr,faiss_mean_rank,faiss_median_rank,pct_unreachable,pct_reachable_model_hit,pct_reachable_model_miss,pct_faiss_top10,pct_model_improved,pct_model_hurt,mean_displacement,median_displacement,domain_gap,src_language,src_LoC,src_total_unique_bug_reports,src_code_complexity,src_bug_report_verbosity,src_domain,src_project_size,src_polyglot_index,src_bug_density,src_age_years,tgt_language,tgt_LoC,tgt_total_unique_bug_reports,tgt_code_complexity,tgt_bug_report_verbosity,tgt_domain,tgt_project_size,tgt_polyglot_index,tgt_bug_density,tgt_age_years,same_domain
google/jax,open-mmlab/mmdetection,WP-large,17,0.0,0.058823529411764705,0.23529411764705882,0.06821267744881107,56.88235294117647,53.0,17,0.0,0.0,0.11764705882352941,0.028129569345166625,126.76470588235294,111.0,0.0,0.23529411764705882,0.7647058823529411,0.11764705882352941,0.5882352941176471,0.4117647058823529,69.88235294117646,45.0,0.995509822263798,Python,72684,326,2.1,188.5365854,Data Science & AI/ML,small,0.9946618238,0.2229570552,1.527720739,Python,208928,102,3.1,205.9009009,Data Science & AI/ML,medium,0.9298657911,2.048313725,4.019164956,True
google/jax,open-mmlab/mmdetection,WP-small,17,0.0,0.0,0.11764705882352941,0.031928896680950676,88.6470588235294,88.0,17,0.0,0.0,0.11764705882352941,0.028129569345166625,126.76470588235294,111.0,0.0,0.11764705882352941,0.8823529411764706,0.11764705882352941,0.6470588235294118,0.35294117647058826,38.11764705882353,50.0,0.995509822263798,Python,72684,326,2.1,188.5365854,Data Science & AI/ML,small,0.9946618238,0.2229570552,1.527720739,Python,208928,102,3.1,205.9009009,Data Science & AI/ML,medium,0.9298657911,2.048313725,4.019164956,True
google/jax,ray-project/ray,CP-cold-start,58,0.0,0.034482758620689655,0.10344827586206896,0.04197933027121712,66.72413793103448,58.5,58,0.0,0.0,0.0,0.010762054202663917,156.75862068965517,152.0,0.0,0.10344827586206896,0.896551724137931,0.0,0.7931034482758621,0.20689655172413793,90.03448275862068,97.0,0.9911899064607352,Python,72684,326,2.1,188.5365854,Data Science & AI/ML,small,0.9946618238,0.2229570552,1.527720739,Python,244283,337,2.2,218.2953216,Data Science & AI/ML,medium,0.8700073276,0.7248753709,3.600273785,True
google/jax,ray-project/ray,CP-transfer,58,0.0,0.22413793103448276,0.3103448275862069,0.1150379699943275,33.06896551724138,30.5,58,0.0,0.0,0.0,0.010762054202663917,156.75862068965517,152.0,0.0,0.3103448275862069,0.6896551724137931,0.0,0.9310344827586207,0.06896551724137931,123.6896551724138,118.0,0.9911899064607352,Python,72684,326,2.1,188.5365854,Data Science & AI/ML,small,0.9946618238,0.2229570552,1.527720739,Python,244283,337,2.2,218.2953216,Data Science & AI/ML,medium,0.8700073276,0.7248753709,3.600273785,True
google/jax,ray-project/ray,WP-large,58,0.06896551724137931,0.22413793103448276,0.29310344827586204,0.1538713689091118,29.29310344827586,27.5,58,0.0,0.0,0.0,0.010762054202663917,156.75862068965517,152.0,0.0,0.29310344827586204,0.7068965517241379,0.0,0.9310344827586207,0.06896551724137931,127.46551724137932,133.5,0.9911899064607352,Python,72684,326,2.1,188.5365854,Data Science & AI/ML,small,0.9946618238,0.2229570552,1.527720739,Python,244283,337,2.2,218.2953216,Data Science & AI/ML,medium,0.8700073276,0.7248753709,3.600273785,True
google/jax,ray-project/ray,WP-small,58,0.0,0.05172413793103448,0.2413793103448276,0.07114059096519634,38.741379310344826,33.5,58,0.0,0.0,0.0,0.010762054202663917,156.75862068965517,152.0,0.0,0.2413793103448276,0.7586206896551724,0.0,0.9137931034482759,0.08620689655172414,118.01724137931035,116.5,0.9911899064607352,Python,72684,326,2.1,188.5365854,Data Science & AI/ML,small,0.9946618238,0.2229570552,1.527720739,Python,244283,337,2.2,218.2953216,Data Science & AI/ML,medium,0.8700073276,0.7248753709,3.600273785,True
google/jax,scipy/scipy,CP-cold-start,3,0.0,0.0,0.0,0.023819248598009657,95.66666666666667,35.0,3,0.0,0.0,0.0,0.006024220032840723,169.33333333333334,160.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,73.66666666666667,110.0,0.9932769880906648,Python,72684,326,2.1,188.5365854,Data Science & AI/ML,small,0.9946618238,0.2229570552,1.527720739,Python,438217,100,2.1,121.5247525,Data Science & AI/ML,large,0.9743026857,4.38217,10.60643395,True
google/jax,scipy/scipy,CP-transfer,3,0.0,0.0,0.0,0.015814089616383652,111.0,53.0,3,0.0,0.0,0.0,0.006024220032840723,169.33333333333334,160.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,58.333333333333336,104.0,0.9932769880906648,Python,72684,326,2.1,188.5365854,Data Science & AI/ML,small,0.9946618238,0.2229570552,1.527720739,Python,438217,100,2.1,121.5247525,Data Science & AI/ML,large,0.9743026857,4.38217,10.60643395,True
google/jax,scipy/scipy,WP-large,3,0.0,0.0,0.0,0.02604303908651735,48.666666666666664,55.0,3,0.0,0.0,0.0,0.006024220032840723,169.33333333333334,160.0,0.0,0.0,1.0,0.0,1.0,0.0,120.66666666666667,138.0,0.9932769880906648,Python,72684,326,2.1,188.5365854,Data Science & AI/ML,small,0.9946618238,0.2229570552,1.527720739,Python,438217,100,2.1,121.5247525,Data Science & AI/ML,large,0.9743026857,4.38217,10.60643395,True
google/jax,scipy/scipy,WP-small,3,0.0,0.0,0.0,0.00398515490311458,254.66666666666666,235.0,3,0.0,0.0,0.0,0.006024220032840723,169.33333333333334,160.0,0.0,0.0,1.0,0.0,0.0,1.0,-85.33333333333333,-90.0,0.9932769880906648,Python,72684,326,2.1,188.5365854,Data Science & AI/ML,small,0.9946618238,0.2229570552,1.527720739,Python,438217,100,2.1,121.5247525,Data Science & AI/ML,large,0.9743026857,4.38217,10.60643395,True
google/jax,sympy/sympy,CP-cold-start,34,0.0,0.0,0.08823529411764706,0.02608371135861311,88.79411764705883,81.0,34,0.0,0.029411764705882353,0.029411764705882353,0.015076907816991565,146.08823529411765,143.5,0.0,0.08823529411764706,0.9117647058823529,0.029411764705882353,0.6470588235294118,0.35294117647058826,57.294117647058826,57.5,0.9916825743114264,Python,72684,326,2.1,188.5365854,Data Science & AI/ML,small,0.9946618238,0.2229570552,1.527720739,Python,696129,384,2.8,140.8497409,Data Science & AI/ML,large,0.9941677476,1.812835938,6.663928816,True
google/jax,sympy/sympy,CP-transfer,34,0.08823529411764706,0.17647058823529413,0.2647058823529412,0.1581289393234302,51.11764705882353,24.0,34,0.0,0.029411764705882353,0.029411764705882353,0.015076907816991565,146.08823529411765,143.5,0.0,0.2647058823529412,0.7352941176470589,0.029411764705882353,0.7941176470588235,0.20588235294117646,94.97058823529412,121.5,0.9916825743114264,Python,72684,326,2.1,188.5365854,Data Science & AI/ML,small,0.9946618238,0.2229570552,1.527720739,Python,696129,384,2.8,140.8497409,Data Science & AI/ML,large,0.9941677476,1.812835938,6.663928816,True
google/jax,sympy/sympy,WP-large,34,0.0,0.058823529411764705,0.08823529411764706,0.05513703983820212,51.44117647058823,38.5,34,0.0,0.029411764705882353,0.029411764705882353,0.015076907816991565,146.08823529411765,143.5,0.0,0.08823529411764706,0.9117647058823529,0.029411764705882353,0.8235294117647058,0.17647058823529413,94.6470588235294,112.5,0.9916825743114264,Python,72684,326,2.1,188.5365854,Data Science & AI/ML,small,0.9946618238,0.2229570552,1.527720739,Python,696129,384,2.8,140.8497409,Data Science & AI/ML,large,0.9941677476,1.812835938,6.663928816,True
google/jax,sympy/sympy,WP-small,34,0.08823529411764706,0.17647058823529413,0.38235294117647056,0.1558660901288448,53.44117647058823,17.0,34,0.0,0.029411764705882353,0.029411764705882353,0.015076907816991565,146.08823529411765,143.5,0.0,0.38235294117647056,0.6176470588235294,0.029411764705882353,0.7941176470588235,0.20588235294117646,92.6470588235294,127.5,0.9916825743114264,Python,72684,326,2.1,188.5365854,Data Science & AI/ML,small,0.9946618238,0.2229570552,1.527720739,Python,696129,384,2.8,140.8497409,Data Science & AI/ML,large,0.9941677476,1.812835938,6.663928816,True
jupyterlab/jupyterlab,matplotlib/matplotlib,CP-cold-start,8,0.125,0.5,0.625,0.32019770082974086,13.5,6.0,8,0.0,0.0,0.0,0.00880875947341312,180.875,183.0,0.0,0.625,0.375,0.0,1.0,0.0,167.375,158.5,0.9717178042162388,Python,39372,197,1.7,194.7014925,Data Science & AI/ML,small,6.052473839,0.199857868,7.197809719,Python,248837,183,2.4,242.6847826,Data Science & AI/ML,medium,0.9866097084,1.359765027,4.364134155,True
jupyterlab/jupyterlab,matplotlib/matplotlib,CP-transfer,8,0.125,0.375,0.5,0.23569826555023923,12.375,13.0,8,0.0,0.0,0.0,0.00880875947341312,180.875,183.0,0.0,0.5,0.5,0.0,1.0,0.0,168.5,169.0,0.9717178042162388,Python,39372,197,1.7,194.7014925,Data Science & AI/ML,small,6.052473839,0.199857868,7.197809719,Python,248837,183,2.4,242.6847826,Data Science & AI/ML,medium,0.9866097084,1.359765027,4.364134155,True
jupyterlab/jupyterlab,matplotlib/matplotlib,WP-large,8,0.125,0.375,0.75,0.2942234848484848,8.0,7.0,8,0.0,0.0,0.0,0.00880875947341312,180.875,183.0,0.0,0.75,0.25,0.0,1.0,0.0,172.875,171.5,0.9717178042162388,Python,39372,197,1.7,194.7014925,Data Science & AI/ML,small,6.052473839,0.199857868,7.197809719,Python,248837,183,2.4,242.6847826,Data Science & AI/ML,medium,0.9866097084,1.359765027,4.364134155,True
jupyterlab/jupyterlab,matplotlib/matplotlib,WP-small,8,0.25,0.375,0.75,0.37246260683760685,7.375,8.5,8,0.0,0.0,0.0,0.00880875947341312,180.875,183.0,0.0,0.75,0.25,0.0,1.0,0.0,173.5,175.0,0.9717178042162388,Python,39372,197,1.7,194.7014925,Data Science & AI/ML,small,6.052473839,0.199857868,7.197809719,Python,248837,183,2.4,242.6847826,Data Science & AI/ML,medium,0.9866097084,1.359765027,4.364134155,True
jupyterlab/jupyterlab,numpy/numpy,CP-cold-start,122,0.0,0.06557377049180328,0.13934426229508196,0.06159228257095715,63.92622950819672,44.0,122,0.0,0.00819672131147541,0.04918032786885246,0.016412964518624146,166.81967213114754,174.5,0.0,0.13934426229508196,0.860655737704918,0.04918032786885246,0.8032786885245902,0.19672131147540983,102.89344262295081,104.5,0.9941268922160642,Python,39372,197,1.7,194.7014925,Data Science & AI/ML,small,6.052473839,0.199857868,7.197809719,Python,276548,789,3.6,161.5720384,Data Science & AI/ML,medium,1.19728944,0.350504436,12.54483231,True
jupyterlab/jupyterlab,numpy/numpy,CP-transfer,122,0.07377049180327869,0.23770491803278687,0.3770491803278688,0.1686597535010278,32.450819672131146,20.0,122,0.0,0.00819672131147541,0.04918032786885246,0.016412964518624146,166.81967213114754,174.5,0.0,0.3770491803278688,0.6229508196721312,0.04918032786885246,0.8934426229508197,0.10655737704918032,134.36885245901638,135.5,0.9941268922160642,Python,39372,197,1.7,194.7014925,Data Science & AI/ML,small,6.052473839,0.199857868,7.197809719,Python,276548,789,3.6,161.5720384,Data Science & AI/ML,medium,1.19728944,0.350504436,12.54483231,True
jupyterlab/jupyterlab,numpy/numpy,WP-large,122,0.08196721311475409,0.27049180327868855,0.4262295081967213,0.19638832576057955,23.262295081967213,14.0,122,0.0,0.00819672131147541,0.04918032786885246,0.016412964518624146,166.81967213114754,174.5,0.0,0.4262295081967213,0.5737704918032787,0.04918032786885246,0.9180327868852459,0.08196721311475409,143.55737704918033,146.5,0.9941268922160642,Python,39372,197,1.7,194.7014925,Data Science & AI/ML,small,6.052473839,0.199857868,7.197809719,Python,276548,789,3.6,161.5720384,Data Science & AI/ML,medium,1.19728944,0.350504436,12.54483231,True
jupyterlab/jupyterlab,numpy/numpy,WP-small,122,0.04918032786885246,0.20491803278688525,0.319672131147541,0.1499338633051383,33.36065573770492,19.0,122,0.0,0.00819672131147541,0.04918032786885246,0.016412964518624146,166.81967213114754,174.5,0.0,0.319672131147541,0.680327868852459,0.04918032786885246,0.8852459016393442,0.11475409836065574,133.45901639344262,142.5,0.9941268922160642,Python,39372,197,1.7,194.7014925,Data Science & AI/ML,small,6.052473839,0.199857868,7.197809719,Python,276548,789,3.6,161.5720384,Data Science & AI/ML,medium,1.19728944,0.350504436,12.54483231,True
jupyterlab/jupyterlab,open-mmlab/mmdetection,CP-cold-start,17,0.0,0.0,0.0,0.005204174126105038,206.2941176470588,199.0,17,0.0,0.0,0.11764705882352941,0.028129569345166625,126.76470588235294,111.0,0.0,0.0,1.0,0.11764705882352941,0.17647058823529413,0.8235294117647058,-79.52941176470588,-103.0,0.9957997126119156,Python,39372,197,1.7,194.7014925,Data Science & AI/ML,small,6.052473839,0.199857868,7.197809719,Python,208928,102,3.1,205.9009009,Data Science & AI/ML,medium,0.9298657911,2.048313725,4.019164956,True
jupyterlab/jupyterlab,open-mmlab/mmdetection,WP-large,17,0.058823529411764705,0.17647058823529413,0.23529411764705882,0.11282163307898205,74.0,38.0,17,0.0,0.0,0.11764705882352941,0.028129569345166625,126.76470588235294,111.0,0.0,0.23529411764705882,0.7647058823529411,0.11764705882352941,0.6470588235294118,0.35294117647058826,52.76470588235294,45.0,0.9957997126119156,Python,39372,197,1.7,194.7014925,Data Science & AI/ML,small,6.052473839,0.199857868,7.197809719,Python,208928,102,3.1,205.9009009,Data Science & AI/ML,medium,0.9298657911,2.048313725,4.019164956,True
jupyterlab/jupyterlab,open-mmlab/mmdetection,WP-small,17,0.058823529411764705,0.11764705882352941,0.11764705882352941,0.08724992229495433,85.94117647058823,89.0,17,0.0,0.0,0.11764705882352941,0.028129569345166625,126.76470588235294,111.0,0.0,0.11764705882352941,0.8823529411764706,0.11764705882352941,0.6470588235294118,0.35294117647058826,40.8235294117647,56.0,0.9957997126119156,Python,39372,197,1.7,194.7014925,Data Science & AI/ML,small,6.052473839,0.199857868,7.197809719,Python,208928,102,3.1,205.9009009,Data Science & AI/ML,medium,0.9298657911,2.048313725,4.019164956,True
jupyterlab/jupyterlab,scipy/scipy,CP-cold-start,3,0.0,0.0,0.0,0.01849765100294886,121.33333333333333,62.0,3,0.0,0.0,0.0,0.006024220032840723,169.33333333333334,160.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,48.0,117.0,0.9975303098338572,Python,39372,197,1.7,194.7014925,Data Science & AI/ML,small,6.052473839,0.199857868,7.197809719,Python,438217,100,2.1,121.5247525,Data Science & AI/ML,large,0.9743026857,4.38217,10.60643395,True
jupyterlab/jupyterlab,scipy/scipy,CP-transfer,3,0.0,0.0,0.0,0.022938365014867748,51.0,61.0,3,0.0,0.0,0.0,0.006024220032840723,169.33333333333334,160.0,0.0,0.0,1.0,0.0,1.0,0.0,118.33333333333333,118.0,0.9975303098338572,Python,39372,197,1.7,194.7014925,Data Science & AI/ML,small,6.052473839,0.199857868,7.197809719,Python,438217,100,2.1,121.5247525,Data Science & AI/ML,large,0.9743026857,4.38217,10.60643395,True
jupyterlab/jupyterlab,scipy/scipy,WP-large,3,0.0,0.0,0.0,0.02082964588717005,48.666666666666664,52.0,3,0.0,0.0,0.0,0.006024220032840723,169.33333333333334,160.0,0.0,0.0,1.0,0.0,1.0,0.0,120.66666666666667,108.0,0.9975303098338572,Python,39372,197,1.7,194.7014925,Data Science & AI/ML,small,6.052473839,0.199857868,7.197809719,Python,438217,100,2.1,121.5247525,Data Science & AI/ML,large,0.9743026857,4.38217,10.60643395,True
jupyterlab/jupyterlab,scipy/scipy,WP-small,3,0.0,0.0,0.0,0.005569564885289621,215.0,266.0,3,0.0,0.0,0.0,0.006024220032840723,169.33333333333334,160.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.6666666666666666,-45.666666666666664,-68.0,0.9975303098338572,Python,39372,197,1.7,194.7014925,Data Science & AI/ML,small,6.052473839,0.199857868,7.197809719,Python,438217,100,2.1,121.5247525,Data Science & AI/ML,large,0.9743026857,4.38217,10.60643395,True
jupyterlab/jupyterlab,sympy/sympy,CP-cold-start,34,0.0,0.0,0.0,0.005794262094124596,189.05882352941177,197.0,34,0.0,0.029411764705882353,0.029411764705882353,0.015076907816991565,146.08823529411765,143.5,0.0,0.0,1.0,0.029411764705882353,0.38235294117647056,0.6176470588235294,-42.970588235294116,-38.5,0.9946538600942372,Python,39372,197,1.7,194.7014925,Data Science & AI/ML,small,6.052473839,0.199857868,7.197809719,Python,696129,384,2.8,140.8497409,Data Science & AI/ML,large,0.9941677476,1.812835938,6.663928816,True
jupyterlab/jupyterlab,sympy/sympy,CP-transfer,34,0.0,0.08823529411764706,0.20588235294117646,0.05609905717642387,58.088235294117645,49.5,34,0.0,0.029411764705882353,0.029411764705882353,0.015076907816991565,146.08823529411765,143.5,0.0,0.20588235294117646,0.7941176470588235,0.029411764705882353,0.8235294117647058,0.17647058823529413,88.0,100.0,0.9946538600942372,Python,39372,197,1.7,194.7014925,Data Science & AI/ML,small,6.052473839,0.199857868,7.197809719,Python,696129,384,2.8,140.8497409,Data Science & AI/ML,large,0.9941677476,1.812835938,6.663928816,True
jupyterlab/jupyterlab,sympy/sympy,WP-large,34,0.029411764705882353,0.14705882352941177,0.29411764705882354,0.12117838671637117,46.205882352941174,21.0,34,0.0,0.029411764705882353,0.029411764705882353,0.015076907816991565,146.08823529411765,143.5,0.0,0.29411764705882354,0.7058823529411765,0.029411764705882353,0.8235294117647058,0.17647058823529413,99.88235294117646,122.0,0.9946538600942372,Python,39372,197,1.7,194.7014925,Data Science & AI/ML,small,6.052473839,0.199857868,7.197809719,Python,696129,384,2.8,140.8497409,Data Science & AI/ML,large,0.9941677476,1.812835938,6.663928816,True
jupyterlab/jupyterlab,sympy/sympy,WP-small,34,0.0,0.08823529411764706,0.23529411764705882,0.07716780962072259,61.05882352941177,34.5,34,0.0,0.029411764705882353,0.029411764705882353,0.015076907816991565,146.08823529411765,143.5,0.0,0.23529411764705882,0.7647058823529411,0.029411764705882353,0.7941176470588235,0.20588235294117646,85.02941176470588,116.0,0.9946538600942372,Python,39372,197,1.7,194.7014925,Data Science & AI/ML,small,6.052473839,0.199857868,7.197809719,Python,696129,384,2.8,140.8497409,Data Science & AI/ML,large,0.9941677476,1.812835938,6.663928816,True
lightning-ai/lightning,matplotlib/matplotlib,CP-cold-start,8,0.0,0.0,0.0,0.0037413450886814308,269.875,284.0,8,0.0,0.0,0.0,0.00880875947341312,180.875,183.0,0.0,0.0,1.0,0.0,0.25,0.75,-89.0,-78.0,0.9892420537897312,Python,51387,366,2.0,188.469496,Data Science & AI/ML,small,0.9637846148,0.1404016393,1.166324435,Python,248837,183,2.4,242.6847826,Data Science & AI/ML,medium,0.9866097084,1.359765027,4.364134155,True
lightning-ai/lightning,matplotlib/matplotlib,CP-transfer,8,0.0,0.375,0.625,0.1711374791144528,10.25,8.0,8,0.0,0.0,0.0,0.00880875947341312,180.875,183.0,0.0,0.625,0.375,0.0,1.0,0.0,170.625,171.0,0.9892420537897312,Python,51387,366,2.0,188.469496,Data Science & AI/ML,small,0.9637846148,0.1404016393,1.166324435,Python,248837,183,2.4,242.6847826,Data Science & AI/ML,medium,0.9866097084,1.359765027,4.364134155,True
lightning-ai/lightning,matplotlib/matplotlib,WP-large,8,0.0,0.5,0.625,0.2315848214285714,9.5,5.0,8,0.0,0.0,0.0,0.00880875947341312,180.875,183.0,0.0,0.625,0.375,0.0,1.0,0.0,171.375,172.0,0.9892420537897312,Python,51387,366,2.0,188.469496,Data Science & AI/ML,small,0.9637846148,0.1404016393,1.166324435,Python,248837,183,2.4,242.6847826,Data Science & AI/ML,medium,0.9866097084,1.359765027,4.364134155,True
lightning-ai/lightning,matplotlib/matplotlib,WP-small,8,0.125,0.375,0.375,0.2658085869482928,39.75,35.0,8,0.0,0.0,0.0,0.00880875947341312,180.875,183.0,0.0,0.375,0.625,0.0,0.75,0.25,141.125,147.5,0.9892420537897312,Python,51387,366,2.0,188.469496,Data Science & AI/ML,small,0.9637846148,0.1404016393,1.166324435,Python,248837,183,2.4,242.6847826,Data Science & AI/ML,medium,0.9866097084,1.359765027,4.364134155,True
lightning-ai/lightning,numpy/numpy,CP-cold-start,122,0.03278688524590164,0.040983606557377046,0.06557377049180328,0.04949337889147838,139.80327868852459,134.5,122,0.0,0.00819672131147541,0.04918032786885246,0.016412964518624146,166.81967213114754,174.5,0.0,0.06557377049180328,0.9344262295081968,0.04918032786885246,0.5819672131147541,0.4180327868852459,27.016393442622952,31.0,0.9902986205851144,Python,51387,366,2.0,188.469496,Data Science & AI/ML,small,0.9637846148,0.1404016393,1.166324435,Python,276548,789,3.6,161.5720384,Data Science & AI/ML,medium,1.19728944,0.350504436,12.54483231,True
lightning-ai/lightning,numpy/numpy,CP-transfer,122,0.04918032786885246,0.19672131147540983,0.3442622950819672,0.14171287490985543,34.47540983606557,18.0,122,0.0,0.00819672131147541,0.04918032786885246,0.016412964518624146,166.81967213114754,174.5,0.0,0.3442622950819672,0.6557377049180327,0.04918032786885246,0.9016393442622951,0.09836065573770492,132.34426229508196,139.5,0.9902986205851144,Python,51387,366,2.0,188.469496,Data Science & AI/ML,small,0.9637846148,0.1404016393,1.166324435,Python,276548,789,3.6,161.5720384,Data Science & AI/ML,medium,1.19728944,0.350504436,12.54483231,True
