source_project,target_project,scenario,model_n_bugs,model_top1,model_top5,model_top10,model_mrr,model_mean_rank,model_median_rank,faiss_n_bugs,faiss_top1,faiss_top5,faiss_top10,faiss_mrr,faiss_mean_rank,faiss_median_rank,pct_unreachable,pct_reachable_model_hit,pct_reachable_model_miss,pct_faiss_top10,pct_model_improved,pct_model_hurt,mean_displacement,median_displacement,domain_gap,src_language,src_LoC,src_total_unique_bug_reports,src_code_complexity,src_bug_report_verbosity,src_domain,src_project_size,src_polyglot_index,src_bug_density,src_age_years,tgt_language,tgt_LoC,tgt_total_unique_bug_reports,tgt_code_complexity,tgt_bug_report_verbosity,tgt_domain,tgt_project_size,tgt_polyglot_index,tgt_bug_density,tgt_age_years,same_domain
google/jax,matplotlib/matplotlib,CP-cold-start,8,0.0,0.0,0.0,0.003766343502096688,266.625,264.5,8,0.0,0.0,0.0,0.00880875947341312,180.875,183.0,0.0,0.0,1.0,0.0,0.375,0.625,-85.75,-90.5,0.9945578231292516,Python,72684,326,2.1,188.5365854,Data Science & AI/ML,small,0.9946618238,0.2229570552,1.527720739,Python,248837,183,2.4,242.6847826,Data Science & AI/ML,medium,0.9866097084,1.359765027,4.364134155,True
google/jax,matplotlib/matplotlib,CP-transfer,8,0.0,0.5,0.75,0.20163690476190477,8.375,6.0,8,0.0,0.0,0.0,0.00880875947341312,180.875,183.0,0.0,0.75,0.25,0.0,1.0,0.0,172.5,172.0,0.9945578231292516,Python,72684,326,2.1,188.5365854,Data Science & AI/ML,small,0.9946618238,0.2229570552,1.527720739,Python,248837,183,2.4,242.6847826,Data Science & AI/ML,medium,0.9866097084,1.359765027,4.364134155,True
google/jax,matplotlib/matplotlib,WP-large,8,0.0,0.375,0.625,0.15516277023629965,9.5,8.0,8,0.0,0.0,0.0,0.00880875947341312,180.875,183.0,0.0,0.625,0.375,0.0,1.0,0.0,171.375,172.5,0.9945578231292516,Python,72684,326,2.1,188.5365854,Data Science & AI/ML,small,0.9946618238,0.2229570552,1.527720739,Python,248837,183,2.4,242.6847826,Data Science & AI/ML,medium,0.9866097084,1.359765027,4.364134155,True
google/jax,matplotlib/matplotlib,WP-small,8,0.125,0.5,0.875,0.3366071428571428,5.625,5.5,8,0.0,0.0,0.0,0.00880875947341312,180.875,183.0,0.0,0.875,0.125,0.0,1.0,0.0,175.25,174.0,0.9945578231292516,Python,72684,326,2.1,188.5365854,Data Science & AI/ML,small,0.9946618238,0.2229570552,1.527720739,Python,248837,183,2.4,242.6847826,Data Science & AI/ML,medium,0.9866097084,1.359765027,4.364134155,True
google/jax,numpy/numpy,CP-cold-start,122,0.0,0.01639344262295082,0.08196721311475409,0.02810385241252183,108.09016393442623,93.5,122,0.0,0.00819672131147541,0.04918032786885246,0.016412964518624146,166.81967213114754,174.5,0.0,0.08196721311475409,0.9180327868852459,0.04918032786885246,0.7049180327868853,0.28688524590163933,58.72950819672131,70.5,0.9926076070108502,Python,72684,326,2.1,188.5365854,Data Science & AI/ML,small,0.9946618238,0.2229570552,1.527720739,Python,276548,789,3.6,161.5720384,Data Science & AI/ML,medium,1.19728944,0.350504436,12.54483231,True
google/jax,numpy/numpy,CP-transfer,122,0.04918032786885246,0.20491803278688525,0.32786885245901637,0.14079771556706644,30.860655737704917,20.0,122,0.0,0.00819672131147541,0.04918032786885246,0.016412964518624146,166.81967213114754,174.5,0.0,0.32786885245901637,0.6721311475409836,0.04918032786885246,0.8934426229508197,0.10655737704918032,135.95901639344262,142.0,0.9926076070108502,Python,72684,326,2.1,188.5365854,Data Science & AI/ML,small,0.9946618238,0.2229570552,1.527720739,Python,276548,789,3.6,161.5720384,Data Science & AI/ML,medium,1.19728944,0.350504436,12.54483231,True
google/jax,numpy/numpy,WP-large,122,0.09016393442622951,0.23770491803278687,0.32786885245901637,0.18746541995361063,25.442622950819672,16.0,122,0.0,0.00819672131147541,0.04918032786885246,0.016412964518624146,166.81967213114754,174.5,0.0,0.32786885245901637,0.6721311475409836,0.04918032786885246,0.9180327868852459,0.08196721311475409,141.37704918032787,145.0,0.9926076070108502,Python,72684,326,2.1,188.5365854,Data Science & AI/ML,small,0.9946618238,0.2229570552,1.527720739,Python,276548,789,3.6,161.5720384,Data Science & AI/ML,medium,1.19728944,0.350504436,12.54483231,True
google/jax,numpy/numpy,WP-small,122,0.04918032786885246,0.22950819672131148,0.3114754098360656,0.14526473171145604,30.737704918032787,20.5,122,0.0,0.00819672131147541,0.04918032786885246,0.016412964518624146,166.81967213114754,174.5,0.0,0.3114754098360656,0.6885245901639344,0.04918032786885246,0.9098360655737705,0.07377049180327869,136.08196721311475,142.5,0.9926076070108502,Python,72684,326,2.1,188.5365854,Data Science & AI/ML,small,0.9946618238,0.2229570552,1.527720739,Python,276548,789,3.6,161.5720384,Data Science & AI/ML,medium,1.19728944,0.350504436,12.54483231,True
google/jax,open-mmlab/mmdetection,CP-cold-start,17,0.0,0.0,0.0,0.007525408764059586,201.23529411764707,229.0,17,0.0,0.0,0.11764705882352941,0.028129569345166625,126.76470588235294,111.0,0.0,0.0,1.0,0.11764705882352941,0.4117647058823529,0.5882352941176471,-74.47058823529412,-108.0,0.995509822263798,Python,72684,326,2.1,188.5365854,Data Science & AI/ML,small,0.9946618238,0.2229570552,1.527720739,Python,208928,102,3.1,205.9009009,Data Science & AI/ML,medium,0.9298657911,2.048313725,4.019164956,True
google/jax,open-mmlab/mmdetection,CP-transfer,17,0.0,0.11764705882352941,0.17647058823529413,0.0759412013313114,71.17647058823529,71.0,17,0.0,0.0,0.11764705882352941,0.028129569345166625,126.76470588235294,111.0,0.0,0.17647058823529413,0.8235294117647058,0.11764705882352941,0.5882352941176471,0.4117647058823529,55.588235294117645,66.0,0.995509822263798,Python,72684,326,2.1,188.5365854,Data Science & AI/ML,small,0.9946618238,0.2229570552,1.527720739,Python,208928,102,3.1,205.9009009,Data Science & AI/ML,medium,0.9298657911,2.048313725,4.019164956,True
