repo_name,strategy,num_indexes,indexing_time_min,index_size_gb,hit@30,hit@50,hit@75,hit@100,hit@125,hit@150,hit@200
conda/conda,annual,11,0.003735041618347168,0.0006546610966324806,0,0,0,0,0,0,0
conda/conda,annual,11,0.003735041618347168,0.0006546610966324806,0,0,0,0,0,0,0
conda/conda,annual,11,0.003735041618347168,0.0006546610966324806,0,0,0,0,0,0,0
conda/conda,annual,11,0.003735041618347168,0.0006546610966324806,0,0,0,0,0,0,0
conda/conda,annual,11,0.003735041618347168,0.0006546610966324806,0,0,0,0,0,0,0
conda/conda,annual,11,0.003735041618347168,0.0006546610966324806,0,0,0,0,0,0,0
conda/conda,annual,11,0.003735041618347168,0.0006546610966324806,0,0,0,0,0,0,0
conda/conda,annual,11,0.003735041618347168,0.0006546610966324806,0,0,0,0,0,0,0
conda/conda,annual,11,0.003735041618347168,0.0006546610966324806,0,0,0,0,0,0,0
conda/conda,annual,11,0.003735041618347168,0.0006546610966324806,0,0,0,0,0,0,0
conda/conda,annual,11,0.003735041618347168,0.0006546610966324806,0,0,0,0,0,0,0
conda/conda,annual,11,0.003735041618347168,0.0006546610966324806,0,0,0,0,0,0,0
conda/conda,annual,11,0.003735041618347168,0.0006546610966324806,0,0,0,0,0,0,0
conda/conda,annual,11,0.003735041618347168,0.0006546610966324806,0,0,0,0,0,0,0
conda/conda,annual,11,0.003735041618347168,0.0006546610966324806,0,0,0,0,0,0,0
conda/conda,annual,11,0.003735041618347168,0.0006546610966324806,0,0,0,0,0,0,0
conda/conda,annual,11,0.003735041618347168,0.0006546610966324806,0,0,0,0,0,0,0
conda/conda,annual,11,0.003735041618347168,0.0006546610966324806,0,0,0,0,0,0,0
conda/conda,annual,11,0.003735041618347168,0.0006546610966324806,0,0,0,0,0,0,0
conda/conda,annual,11,0.003735041618347168,0.0006546610966324806,0,0,0,0,0,0,0
conda/conda,annual,11,0.003735041618347168,0.0006546610966324806,0,0,0,0,0,0,0
conda/conda,annual,11,0.003735041618347168,0.0006546610966324806,0,0,0,0,0,0,0
conda/conda,annual,11,0.003735041618347168,0.0006546610966324806,0,0,0,0,0,0,0
conda/conda,annual,11,0.003735041618347168,0.0006546610966324806,0,0,0,0,0,0,0
conda/conda,annual,11,0.003735041618347168,0.0006546610966324806,0,0,0,0,0,0,0
conda/conda,annual,11,0.003735041618347168,0.0006546610966324806,0,0,0,0,0,0,0
conda/conda,annual,11,0.003735041618347168,0.0006546610966324806,0,0,0,0,0,0,0
conda/conda,annual,11,0.003735041618347168,0.0006546610966324806,0,0,0,0,0,0,0
conda/conda,annual,11,0.003735041618347168,0.0006546610966324806,0,0,0,0,0,0,0
conda/conda,annual,11,0.003735041618347168,0.0006546610966324806,0,0,0,0,0,0,0
conda/conda,annual,11,0.003735041618347168,0.0006546610966324806,0,0,0,0,0,0,0
conda/conda,annual,11,0.003735041618347168,0.0006546610966324806,0,0,0,0,0,0,0
conda/conda,annual,11,0.003735041618347168,0.0006546610966324806,0,0,0,0,0,0,0
conda/conda,annual,11,0.003735041618347168,0.0006546610966324806,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
conda/conda,annual,11,0.005833550294240316,0.0012925965711474419,0,0,0,0,0,0,0
