model_name,source_project,target_project,MRR,MAP,tgt_LoC,src_LoC,tgt_total_unique_bug_reports,src_total_unique_bug_reports,loc_ratio,tgt_bug_report_verbosity,src_bug_report_verbosity,domain_gap,mrr_wps,map_wps,delta_mrr,delta_map,transfer
BLAZE,numpy/numpy,qiskit/qiskit,0.4003,0.336,435173,276548,1336,789,0.6354897937142225,183.5106686,161.5720384,0.9890958655156749,0.3864,0.322,0.013899999999999968,0.014000000000000012,positive
BLAZE,qiskit/qiskit,numpy/numpy,0.3571,0.3195,276548,435173,789,1336,1.5735893949694029,161.5720384,183.5106686,0.9890958655156749,0.3541,0.3175,0.002999999999999947,0.0020000000000000018,neutral
BLAZE,ipython/ipython,docker/compose,0.4158,0.3511,34586,77778,572,832,2.2488290059561025,200.6197655,134.7788235,0.989247311827957,0.3396,0.2823,0.07619999999999999,0.06880000000000003,positive
BLAZE,docker/compose,ipython/ipython,0.3116,0.2588,77778,34586,832,572,0.4446758723546447,134.7788235,200.6197655,0.989247311827957,0.2449,0.2212,0.06669999999999998,0.03759999999999997,positive
BLAZE,wagtail/wagtail,docker/compose,0.3806,0.3187,34586,285999,572,404,8.269212976348573,200.6197655,202.1521739,0.9937839937839936,0.3361,0.2765,0.044499999999999984,0.04219999999999996,positive
TRANP-CNN,jupyterlab/jupyterlab,lightning-ai/lightning,0.4363,0.2953,51387,39372,366,197,0.7661860003502683,188.469496,194.7014925,0.9955373296345434,0.3149,0.245,0.12140000000000001,0.05030000000000001,positive
TRANP-CNN,lightning-ai/lightning,jupyterlab/jupyterlab,0.7017,0.6892,39372,51387,197,366,1.3051661078939016,194.7014925,188.469496,0.9955373296345434,0.5344,0.5247,0.1673,0.16449999999999998,positive
TRANP-CNN,jupyterlab/jupyterlab,numpy/numpy,0.2292,0.2167,276548,39372,789,197,0.1423694982426192,161.5720384,194.7014925,0.9941268922160642,0.2308,0.1952,-0.001600000000000018,0.02149999999999999,neutral
TRANP-CNN,numpy/numpy,jupyterlab/jupyterlab,0.675,0.6642,39372,276548,197,789,7.02397642995004,194.7014925,161.5720384,0.9941268922160642,0.6271,0.6106,0.047900000000000054,0.05359999999999998,positive
TRANP-CNN,jupyterlab/jupyterlab,mesonbuild/meson,0.3833,0.3476,121402,39372,937,197,0.32431096687039485,163.0513627,194.7014925,0.9949976841130151,0.4706,0.4257,-0.08730000000000004,-0.0781,negative
TRANP-CNN,mesonbuild/meson,jupyterlab/jupyterlab,0.677,0.6699,39372,121402,197,937,3.0834603271359575,194.7014925,163.0513627,0.9949976841130151,0.4297,0.4318,0.24730000000000002,0.23810000000000003,positive
TRANP-CNN,jupyterlab/jupyterlab,localstack/localstack,0.1705,0.14,571611,39372,472,197,0.06887901037593736,290.4632207,194.7014925,0.993688362919132,0.1781,0.1423,-0.007599999999999996,-0.0022999999999999965,neutral
TRANP-CNN,jupyterlab/jupyterlab,prefecthq/prefect,0.3166,0.2551,107073,39372,404,197,0.3677117480597315,133.6437346,194.7014925,0.9848434561345282,0.3658,0.2853,-0.04920000000000002,-0.030200000000000005,negative
TRANP-CNN,jupyterlab/jupyterlab,pydata/xarray,0.2014,0.1784,142044,39372,110,197,0.27718171834079386,369.5363636,194.7014925,0.9941214057507988,0.1496,0.1291,0.051799999999999985,0.04930000000000001,positive
TRANP-CNN,prefecthq/prefect,jupyterlab/jupyterlab,0.7417,0.7167,39372,107073,197,404,2.7195214873513485,194.7014925,133.6437346,0.9848434561345282,0.4576,0.4391,0.2841,0.2776,positive
TRANP-CNN,pydata/xarray,jupyterlab/jupyterlab,0.7667,0.7321,39372,142044,197,110,3.607741542212649,194.7014925,369.5363636,0.9941214057507988,0.6108,0.5719,0.15590000000000004,0.1602,positive
TRANP-CNN,jupyterlab/jupyterlab,scikit-learn/scikit-learn,0.3375,0.3458,376169,39372,228,197,0.10466572205577784,231.8122271,194.7014925,0.9920224234583872,0.0231,0.0204,0.3144,0.3254,positive
TRANP-CNN,scikit-learn/scikit-learn,jupyterlab/jupyterlab,0.6917,0.6958,39372,376169,197,228,9.554226353753695,194.7014925,231.8122271,0.9920224234583872,0.7238,0.6789,-0.03210000000000002,0.016900000000000026,negative
TRANP-CNN,jupyterlab/jupyterlab,ipython/ipython,0.1477,0.1222,77778,39372,832,197,0.506209982257187,134.7788235,194.7014925,0.98460639127046,0.0962,0.083,0.051500000000000004,0.0392,positive
TRANP-CNN,jupyterlab/jupyterlab,docker/compose,0.4815,0.4157,34586,39372,572,197,1.1383796912045008,200.6197655,194.7014925,0.9967936385789408,0.4741,0.4,0.007399999999999962,0.015699999999999992,neutral
TRANP-CNN,ipython/ipython,jupyterlab/jupyterlab,0.7521,0.7354,39372,77778,197,832,1.975464797317841,194.7014925,134.7788235,0.98460639127046,0.5922,0.5549,0.15990000000000004,0.1805000000000001,positive
TRANP-CNN,docker/compose,jupyterlab/jupyterlab,0.705,0.6816,39372,34586,197,572,0.8784415320532135,194.7014925,200.6197655,0.9967936385789408,0.6322,0.5933,0.07279999999999998,0.08829999999999993,positive
TRANP-CNN,jupyterlab/jupyterlab,wagtail/wagtail,0.4095,0.3255,285999,39372,404,197,0.1376648170098492,202.1521739,194.7014925,0.976410916995411,0.3412,0.2854,0.06829999999999997,0.040100000000000025,positive
TRANP-CNN,jupyterlab/jupyterlab,ansible/ansible,0.1289,0.1283,348229,39372,768,197,0.11306353003339724,344.621519,194.7014925,0.9942145642057604,0.1247,0.1235,0.0041999999999999815,0.004799999999999999,neutral
TRANP-CNN,wagtail/wagtail,jupyterlab/jupyterlab,0.6308,0.6267,39372,285999,197,404,7.264020115818164,194.7014925,202.1521739,0.976410916995411,0.4642,0.4426,0.16660000000000003,0.18410000000000004,positive
TRANP-CNN,lightning-ai/lightning,prefecthq/prefect,0.3465,0.2973,107073,51387,404,366,0.47992491104199486,133.6437346,188.469496,0.976599943614322,0.4079,0.3247,-0.06140000000000001,-0.02739999999999998,negative
TRANP-CNN,prefecthq/prefect,lightning-ai/lightning,0.3714,0.2793,51387,107073,366,404,2.0836592912603953,188.469496,133.6437346,0.976599943614322,0.3487,0.2281,0.022699999999999998,0.051199999999999996,positive
TRANP-CNN,ansible/ansible,jupyterlab/jupyterlab,0.8,0.7792,39372,348229,197,768,8.844584984252544,194.7014925,344.621519,0.9942145642057604,0.6537,0.6149,0.1463000000000001,0.1643,positive
TRANP-CNN,localstack/localstack,jupyterlab/jupyterlab,0.7021,0.6771,39372,571611,197,472,14.518210911307161,194.7014925,290.4632207,0.993688362919132,0.6606,0.6377,0.04149999999999998,0.03939999999999999,positive
TRANP-CNN,lightning-ai/lightning,pydata/xarray,0.2429,0.2136,142044,51387,110,366,0.36176818450620685,369.5363636,188.469496,0.9815687955422204,0.1972,0.1891,0.04570000000000002,0.024500000000000022,positive
TRANP-CNN,lightning-ai/lightning,scikit-learn/scikit-learn,0.3424,0.3314,376169,51387,228,366,0.13660615308544793,231.8122271,188.469496,0.9830866807610994,0.134,0.1285,0.20839999999999997,0.20289999999999997,positive
TRANP-CNN,pydata/xarray,lightning-ai/lightning,0.4239,0.2809,51387,142044,366,110,2.764201062525488,188.469496,369.5363636,0.9815687955422204,0.3996,0.2604,0.02429999999999999,0.020499999999999963,positive
TRANP-CNN,jupyterlab/jupyterlab,qiskit/qiskit,0.3099,0.2346,435173,39372,1336,197,0.09047436306939978,183.5106686,194.7014925,0.98747932908103,0.3211,0.2506,-0.011199999999999988,-0.015999999999999986,negative
TRANP-CNN,scikit-learn/scikit-learn,lightning-ai/lightning,0.4298,0.3125,51387,376169,366,228,7.320314476423857,188.469496,231.8122271,0.9830866807610994,0.3411,0.2941,0.0887,0.018400000000000027,positive
TRANP-CNN,lightning-ai/lightning,ipython/ipython,0.1264,0.1137,77778,51387,832,366,0.6606881123196705,134.7788235,188.469496,0.9918273260687342,0.1639,0.1435,-0.03749999999999998,-0.029799999999999993,negative
TRANP-CNN,lightning-ai/lightning,ansible/ansible,0.0851,0.0845,348229,51387,768,366,0.1475666874384381,344.621519,188.469496,0.9914505283381364,0.1627,0.1627,-0.07760000000000002,-0.0782,negative
TRANP-CNN,prefecthq/prefect,scikit-learn/scikit-learn,0.3607,0.2879,376169,107073,228,404,0.284640680119839,231.8122271,133.6437346,0.985657546337158,0.2064,0.1846,0.15430000000000002,0.1033,positive
TRANP-CNN,scikit-learn/scikit-learn,prefecthq/prefect,0.3457,0.2764,107073,376169,404,228,3.5132012738972147,133.6437346,231.8122271,0.985657546337158,0.3284,0.2594,0.017299999999999982,0.01699999999999996,positive
TRANP-CNN,ansible/ansible,lightning-ai/lightning,0.4301,0.286,51387,348229,366,768,6.77659719384267,188.469496,344.621519,0.9914505283381364,0.3589,0.253,0.07119999999999999,0.032999999999999974,positive
TRANP-CNN,lightning-ai/lightning,wagtail/wagtail,0.4088,0.324,285999,51387,404,366,0.17967545341067565,202.1521739,188.469496,0.9926396305383172,0.4276,0.3906,-0.018799999999999983,-0.06659999999999999,negative
TRANP-CNN,qiskit/qiskit,jupyterlab/jupyterlab,0.7836,0.7644,39372,435173,197,1336,11.052854820684471,194.7014925,183.5106686,0.98747932908103,0.6117,0.6026,0.17189999999999994,0.16179999999999994,positive
TRANP-CNN,prefecthq/prefect,ansible/ansible,0.0414,0.0407,348229,107073,768,404,0.3074786993616261,344.621519,133.6437346,0.9923821473382328,0.1185,0.1178,-0.0771,-0.0771,negative
TRANP-CNN,lightning-ai/lightning,numpy/numpy,0.2677,0.2342,276548,51387,789,366,0.18581584390413172,161.5720384,188.469496,0.9902986205851144,0.1932,0.1658,0.07449999999999998,0.06839999999999999,positive
TRANP-CNN,prefecthq/prefect,numpy/numpy,0.2048,0.1866,276548,107073,789,404,0.3871769096142428,161.5720384,133.6437346,0.9915588835942818,0.1985,0.1878,0.0063,-0.0012000000000000066,neutral
TRANP-CNN,ansible/ansible,prefecthq/prefect,0.2606,0.2184,107073,348229,404,768,3.2522578054224383,133.6437346,344.621519,0.9923821473382328,0.3542,0.2864,-0.09360000000000002,-0.06799999999999998,negative
TRANP-CNN,numpy/numpy,lightning-ai/lightning,0.3959,0.2926,51387,276548,366,789,5.381672407418114,188.469496,161.5720384,0.9902986205851144,0.3916,0.307,0.0042999999999999705,-0.014399999999999968,neutral
TRANP-CNN,lightning-ai/lightning,localstack/localstack,0.2001,0.1495,571611,51387,472,366,0.08989854988794811,290.4632207,188.469496,0.9819277108433736,0.1548,0.1163,0.04530000000000001,0.03319999999999999,positive
TRANP-CNN,numpy/numpy,prefecthq/prefect,0.2655,0.223,107073,276548,404,789,2.582798651387347,133.6437346,161.5720384,0.9915588835942818,0.279,0.2511,-0.013500000000000012,-0.028099999999999986,negative
TRANP-CNN,prefecthq/prefect,wagtail/wagtail,0.4117,0.3175,285999,107073,404,404,0.3743824279105858,202.1521739,133.6437346,0.9826755242933436,0.2004,0.1847,0.21130000000000002,0.1328,positive
TRANP-CNN,pydata/xarray,scikit-learn/scikit-learn,0.3666,0.3561,376169,142044,228,110,0.37760687350632194,231.8122271,369.5363636,0.9828209764918626,0.1502,0.1515,0.21639999999999998,0.20460000000000003,positive
TRANP-CNN,localstack/localstack,lightning-ai/lightning,0.3514,0.2654,51387,571611,366,472,11.123649950376338,188.469496,290.4632207,0.9819277108433736,0.382,0.3012,-0.030600000000000016,-0.0358,negative
TRANP-CNN,scikit-learn/scikit-learn,pydata/xarray,0.2621,0.2359,142044,376169,110,228,2.6482568781504137,369.5363636,231.8122271,0.9828209764918626,0.139,0.1245,0.12309999999999999,0.1114,positive
TRANP-CNN,prefecthq/prefect,mesonbuild/meson,0.4425,0.3992,121402,107073,937,404,0.8819706429877524,163.0513627,133.6437346,0.992563212692117,0.4757,0.4491,-0.03320000000000001,-0.0499,negative
TRANP-CNN,prefecthq/prefect,pydata/xarray,0.1606,0.1373,142044,107073,110,404,0.7538016389287774,369.5363636,133.6437346,0.9814995131450828,0.1223,0.0951,0.03829999999999999,0.0422,positive
TRANP-CNN,pydata/xarray,prefecthq/prefect,0.359,0.2752,107073,142044,404,110,1.3266089490347581,133.6437346,369.5363636,0.9814995131450828,0.2597,0.2205,0.0993,0.0547,positive
TRANP-CNN,pydata/xarray,numpy/numpy,0.2405,0.2088,276548,142044,789,110,0.513632353153881,161.5720384,369.5363636,0.9810797586038168,0.2056,0.19,0.03489999999999999,0.01880000000000001,positive
TRANP-CNN,numpy/numpy,qiskit/qiskit,0.3282,0.2667,435173,276548,1336,789,0.6354897937142225,183.5106686,161.5720384,0.9890958655156749,0.2807,0.2236,0.04749999999999999,0.0431,positive
TRANP-CNN,numpy/numpy,pydata/xarray,0.3505,0.3112,142044,276548,110,789,1.9469178564388363,369.5363636,161.5720384,0.9810797586038168,0.2294,0.198,0.12109999999999999,0.11319999999999997,positive
TRANP-CNN,numpy/numpy,mesonbuild/meson,0.4771,0.4538,121402,276548,937,789,2.2779525872720194,163.0513627,161.5720384,0.9874739039665972,0.4355,0.4203,0.041600000000000026,0.033499999999999974,positive
TRANP-CNN,numpy/numpy,scikit-learn/scikit-learn,0.2601,0.2217,376169,276548,228,789,0.7351695647435043,231.8122271,161.5720384,0.9762595621208124,0.2102,0.1993,0.0499,0.022400000000000003,positive
TRANP-CNN,qiskit/qiskit,numpy/numpy,0.2359,0.2121,276548,435173,789,1336,1.5735893949694029,161.5720384,183.5106686,0.9890958655156749,0.2412,0.2136,-0.005299999999999999,-0.0015000000000000013,neutral
TRANP-CNN,numpy/numpy,localstack/localstack,0.17,0.1354,571611,276548,472,789,0.4838045453988805,290.4632207,161.5720384,0.9931328439497988,0.1844,0.1163,-0.014399999999999996,0.019099999999999992,negative
TRANP-CNN,wagtail/wagtail,docker/compose,0.4606,0.412,34586,285999,572,404,8.269212976348573,200.6197655,202.1521739,0.9937839937839936,0.4745,0.398,-0.013899999999999968,0.013999999999999957,negative
TRANP-CNN,localstack/localstack,numpy/numpy,0.1941,0.1816,276548,571611,789,472,2.0669504028233723,161.5720384,290.4632207,0.9931328439497988,0.2089,0.1816,-0.014800000000000008,0.0,negative
TRANP-CNN,ipython/ipython,docker/compose,0.4698,0.396,34586,77778,572,832,2.2488290059561025,200.6197655,134.7788235,0.989247311827957,0.4846,0.4095,-0.01479999999999998,-0.013499999999999956,negative
TRANP-CNN,docker/compose,ipython/ipython,0.1575,0.137,77778,34586,832,572,0.4446758723546447,134.7788235,200.6197655,0.989247311827957,0.1113,0.0965,0.046200000000000005,0.04050000000000001,positive
TRANP-CNN,ipython/ipython,qiskit/qiskit,0.2964,0.2324,435173,77778,1336,832,0.1787289193033571,183.5106686,134.7788235,0.9866013071895424,0.2782,0.2313,0.018199999999999994,0.0010999999999999899,positive
BLAZE,ipython/ipython,qiskit/qiskit,0.4386,0.3679,435173,77778,1336,832,0.1787289193033571,183.5106686,134.7788235,0.9866013071895424,0.4025,0.3296,0.036099999999999965,0.0383,positive
