project_A,project_B,lang_A,lang_B,num_bugs_A,num_bugs_B,domain_gap_accuracy
protocolbuffers/protobuf,liquibase/liquibase,C++,Java,229,241,0.9978410470921603
protocolbuffers/protobuf,openrefine/openrefine,C++,Java,229,620,0.9957044673539519
protocolbuffers/protobuf,seleniumhq/selenium,C++,Java,229,134,0.9907591329130322
protocolbuffers/protobuf,axios/axios,C++,JavaScript,229,113,0.9987993138936535
protocolbuffers/protobuf,facebook/react,C++,JavaScript,229,483,0.9979427254772877
protocolbuffers/protobuf,fastify/fastify,C++,JavaScript,229,279,0.9986213235294118
protocolbuffers/protobuf,mozilla/pdf.js,C++,JavaScript,229,543,0.9975915221579962
protocolbuffers/protobuf,sveltejs/svelte,C++,JavaScript,229,1107,0.997364722417428
protocolbuffers/protobuf,vercel/next.js,C++,JavaScript,229,1258,0.9978993803171936
protocolbuffers/protobuf,apache/airflow,C++,Python,229,1648,0.9966895742541066
protocolbuffers/protobuf,ccxt/ccxt,C++,Python,229,693,0.9980034938857
protocolbuffers/protobuf,localstack/localstack,C++,Python,229,472,0.9977103606182026
protocolbuffers/protobuf,posthog/posthog,C++,Python,229,403,0.9976340694006309
protocolbuffers/protobuf,ansible/ansible,C++,Python,229,768,0.9966887417218543
protocolbuffers/protobuf,langchain-ai/langchain,C++,Python,229,130,0.9967682861144027
protocolbuffers/protobuf,odoo/odoo,C++,Python,229,115,0.9961240310077519
protocolbuffers/protobuf,quarkusio/quarkus,C++,Java,229,950,0.9972982930124032
protocolbuffers/protobuf,hannah-sten/texify-idea,C++,Kotlin,229,53,0.9947525173734222
protocolbuffers/protobuf,horizontalsystems/unstoppable-wallet-android,C++,Kotlin,229,15,0.9965277777777778
protocolbuffers/protobuf,intellij-rust/intellij-rust,C++,Kotlin,229,233,0.9964803754266212
protocolbuffers/protobuf,jwstegemann/fritz2,C++,Kotlin,229,12,0.9950538774068186
protocolbuffers/protobuf,square/anvil,C++,Kotlin,229,49,0.9965132496513249
protocolbuffers/protobuf,square/kotlinpoet,C++,Kotlin,229,24,0.9959478505990134
protocolbuffers/protobuf,square/leakcanary,C++,Kotlin,229,36,0.9949074074074075
protocolbuffers/protobuf,square/okhttp,C++,Kotlin,229,15,0.9940130304631097
protocolbuffers/protobuf,thundernest/k-9,C++,Kotlin,229,146,0.9964259304905102
protocolbuffers/protobuf,dmwm/wmcore,C++,Python,229,263,0.9971886077496639
protocolbuffers/protobuf,rucio/rucio,C++,Python,229,297,0.9971260435199124
protocolbuffers/protobuf,iterative/dvc,C++,Python,229,132,0.997027069316226
protocolbuffers/protobuf,conda/conda,C++,Python,229,608,0.9929201175527652
protocolbuffers/protobuf,dagster-io/dagster,C++,Python,229,154,0.9969540054827901
protocolbuffers/protobuf,django/django,C++,Python,229,850,0.997240519850454
protocolbuffers/protobuf,googleapis/google-cloud-python,C++,Python,229,911,0.9942942728763997
protocolbuffers/protobuf,huggingface/transformers,C++,Python,229,1049,0.9987647543233599
protocolbuffers/protobuf,pandas-dev/pandas,C++,Python,229,5016,0.9943962035541195
protocolbuffers/protobuf,qiskit/qiskit,C++,Python,229,1356,0.9972551797414556
protocolbuffers/protobuf,scipy/scipy,C++,Python,229,100,0.995868319338931
protocolbuffers/protobuf,sympy/sympy,C++,Python,229,384,0.9981310351988371
protocolbuffers/protobuf,matplotlib/matplotlib,C++,Python,229,184,0.9963307240704501
protocolbuffers/protobuf,numpy/numpy,C++,Python,229,803,0.9949452401010952
protocolbuffers/protobuf,open-mmlab/mmdetection,C++,Python,229,103,0.9981680188432348
protocolbuffers/protobuf,pantsbuild/pants,C++,Python,229,734,0.990693312170839
protocolbuffers/protobuf,pypa/pip,C++,Python,229,684,0.9951231406973908
protocolbuffers/protobuf,ray-project/ray,C++,Python,229,340,0.992254134029591
protocolbuffers/protobuf,scikit-learn/scikit-learn,C++,Python,229,228,0.9966967348494473
protocolbuffers/protobuf,wagtail/wagtail,C++,Python,229,407,0.9977305737109659
protocolbuffers/protobuf,ytdl-org/youtube-dl,C++,Python,229,309,0.9980050538635457
protocolbuffers/protobuf,celery/celery,C++,Python,229,245,0.9976609796367639
protocolbuffers/protobuf,conan-io/conan,C++,Python,229,858,0.997117836160071
protocolbuffers/protobuf,docker/compose,C++,Python,229,583,0.9985917696761071
protocolbuffers/protobuf,google/jax,C++,Python,229,568,0.9974642692485016
protocolbuffers/protobuf,ipython/ipython,C++,Python,229,843,0.9967261232783924
protocolbuffers/protobuf,jupyterlab/jupyterlab,C++,Python,229,200,0.9979801244243355
protocolbuffers/protobuf,lightning-ai/lightning,C++,Python,229,374,0.9956433343014812
protocolbuffers/protobuf,mesonbuild/meson,C++,Python,229,945,0.992437959314091
protocolbuffers/protobuf,prefecthq/prefect,C++,Python,229,406,0.9975108083322416
protocolbuffers/protobuf,pyca/cryptography,C++,Python,229,337,0.9960398743684282
protocolbuffers/protobuf,pydata/xarray,C++,Python,229,122,0.996417445482866
protocolbuffers/protobuf,pytest-dev/pytest,C++,Python,229,118,0.9974289171203872
protocolbuffers/protobuf,sphinx-doc/sphinx,C++,Python,229,186,0.9958583261925165
protocolbuffers/protobuf,eclipse-aspectj/aspectj,C++,Java,229,269,0.997549305636597
protocolbuffers/protobuf,eclipse-birt/birt,C++,Java,229,3498,0.9979951510630362
protocolbuffers/protobuf,eclipse-jdt/eclipse.jdt.ui,C++,Java,229,2543,0.9983416252072969
protocolbuffers/protobuf,eclipse-platform/eclipse.platform.swt,C++,Java,229,90,0.9979200713118407
protocolbuffers/protobuf,eclipse-platform/eclipse.platform.ui,C++,Java,229,2063,0.9982473052317938
protocolbuffers/protobuf,apache/tomcat,C++,Java,229,51,0.996125282531482
dagger/dagger,nats-io/nats-server,Go,Go,399,298,0.990155327061912
dagger/dagger,nektos/act,Go,Go,399,166,0.9571917808219178
dagger/dagger,elastic/elasticsearch,Go,Java,399,970,0.9965675057208238
dagger/dagger,apache/dolphinscheduler,Go,Java,399,1369,0.99301884910741
dagger/dagger,apache/dubbo,Go,Java,399,379,0.9964724746125067
dagger/dagger,liquibase/liquibase,Go,Java,399,241,0.9943820224719101
dagger/dagger,openrefine/openrefine,Go,Java,399,620,0.9814750087382035
dagger/dagger,seleniumhq/selenium,Go,Java,399,134,0.986013986013986
dagger/dagger,axios/axios,Go,JavaScript,399,113,0.9914806110458284
dagger/dagger,facebook/react,Go,JavaScript,399,483,0.9866337651655357
dagger/dagger,fastify/fastify,Go,JavaScript,399,279,0.9943929790346172
dagger/dagger,mozilla/pdf.js,Go,JavaScript,399,543,0.9904713289093074
dagger/dagger,sveltejs/svelte,Go,JavaScript,399,1107,0.9898414824737665
dagger/dagger,vercel/next.js,Go,JavaScript,399,1258,0.9839903701474572
dagger/dagger,apache/airflow,Go,Python,399,1648,0.9905308331001026
dagger/dagger,ccxt/ccxt,Go,Python,399,693,0.994679866765359
dagger/dagger,localstack/localstack,Go,Python,399,472,0.9835129993658845
dagger/dagger,posthog/posthog,Go,Python,399,403,0.9857020913358941
dagger/dagger,ansible/ansible,Go,Python,399,768,0.992294946147473
dagger/dagger,langchain-ai/langchain,Go,Python,399,130,0.9803120898352049
dagger/dagger,odoo/odoo,Go,Python,399,115,0.9941297055534849
dagger/dagger,quarkusio/quarkus,Go,Java,399,950,0.9950915784211244
dagger/dagger,hannah-sten/texify-idea,Go,Kotlin,399,53,0.9805405405405405
dagger/dagger,horizontalsystems/unstoppable-wallet-android,Go,Kotlin,399,15,0.9906129210381005
dagger/dagger,intellij-rust/intellij-rust,Go,Kotlin,399,233,0.9919424460431655
dagger/dagger,jwstegemann/fritz2,Go,Kotlin,399,12,0.9919604205318491
dagger/dagger,square/anvil,Go,Kotlin,399,49,0.9921426412813539
dagger/dagger,square/kotlinpoet,Go,Kotlin,399,24,0.9941520467836257
dagger/dagger,square/leakcanary,Go,Kotlin,399,36,0.9911176905995559
dagger/dagger,square/okhttp,Go,Kotlin,399,15,0.9984624846248462
dagger/dagger,thundernest/k-9,Go,Kotlin,399,146,0.9920886075949367
dagger/dagger,dmwm/wmcore,Go,Python,399,263,0.993223284100782
dagger/dagger,rucio/rucio,Go,Python,399,297,0.9920081967213115
dagger/dagger,iterative/dvc,Go,Python,399,132,0.9873864783047427
dagger/dagger,conda/conda,Go,Python,399,608,0.9853726032812808
dagger/dagger,dagster-io/dagster,Go,Python,399,154,0.9822705175865027
dagger/dagger,django/django,Go,Python,399,850,0.9925068119891008
dagger/dagger,googleapis/google-cloud-python,Go,Python,399,911,0.994393651888908
dagger/dagger,huggingface/transformers,Go,Python,399,1049,0.9976123826774247
dagger/dagger,pandas-dev/pandas,Go,Python,399,5016,0.9948794660836545
dagger/dagger,qiskit/qiskit,Go,Python,399,1356,0.992218337656479
dagger/dagger,scipy/scipy,Go,Python,399,100,0.9936958234830575
dagger/dagger,sympy/sympy,Go,Python,399,384,0.9956968350916158
dagger/dagger,matplotlib/matplotlib,Go,Python,399,184,0.9895652173913043
dagger/dagger,numpy/numpy,Go,Python,399,803,0.9939445319123168
dagger/dagger,open-mmlab/mmdetection,Go,Python,399,103,0.9948226270373921
dagger/dagger,pantsbuild/pants,Go,Python,399,734,0.9869698294709226
dagger/dagger,pypa/pip,Go,Python,399,684,0.9889177489177489
dagger/dagger,ray-project/ray,Go,Python,399,340,0.9892983230361871
dagger/dagger,scikit-learn/scikit-learn,Go,Python,399,228,0.988243938280676
dagger/dagger,wagtail/wagtail,Go,Python,399,407,0.9859122132960764
dagger/dagger,ytdl-org/youtube-dl,Go,Python,399,309,0.9980365207147065
dagger/dagger,celery/celery,Go,Python,399,245,0.9919438132617228
dagger/dagger,conan-io/conan,Go,Python,399,858,0.9954510993176648
dagger/dagger,docker/compose,Go,Python,399,583,0.992938209331652
dagger/dagger,google/jax,Go,Python,399,568,0.9956793086893903
dagger/dagger,ipython/ipython,Go,Python,399,843,0.992226368159204
dagger/dagger,jupyterlab/jupyterlab,Go,Python,399,200,0.9857300773791579
dagger/dagger,lightning-ai/lightning,Go,Python,399,374,0.9867683337071093
dagger/dagger,mesonbuild/meson,Go,Python,399,945,0.9916702570731006
dagger/dagger,prefecthq/prefect,Go,Python,399,406,0.9798348377184559
dagger/dagger,pyca/cryptography,Go,Python,399,337,0.9869281045751634
dagger/dagger,pydata/xarray,Go,Python,399,122,0.9919859754570498
dagger/dagger,pytest-dev/pytest,Go,Python,399,118,0.9904443382704252
dagger/dagger,sphinx-doc/sphinx,Go,Python,399,186,0.986451048951049
dagger/dagger,eclipse-aspectj/aspectj,Go,Java,399,269,0.9959303272016929
dagger/dagger,eclipse-birt/birt,Go,Java,399,3498,0.9978446009883293
dagger/dagger,eclipse-jdt/eclipse.jdt.ui,Go,Java,399,2543,0.997970479704797
dagger/dagger,eclipse-platform/eclipse.platform.swt,Go,Java,399,90,0.9979094076655052
dagger/dagger,eclipse-platform/eclipse.platform.ui,Go,Java,399,2063,0.9973285841495992
dagger/dagger,apache/tomcat,Go,Java,399,51,0.9970806794055201
nats-io/nats-server,nektos/act,Go,Go,298,166,0.9775051124744376
nats-io/nats-server,elastic/elasticsearch,Go,Java,298,970,0.9960463477648164
nats-io/nats-server,apache/dolphinscheduler,Go,Java,298,1369,0.9970515390965916
nats-io/nats-server,apache/dubbo,Go,Java,298,379,0.998334827718714
nats-io/nats-server,liquibase/liquibase,Go,Java,298,241,0.9970896391152503
nats-io/nats-server,openrefine/openrefine,Go,Java,298,620,0.9971250598945856
nats-io/nats-server,seleniumhq/selenium,Go,Java,298,134,0.9968437664387164
nats-io/nats-server,axios/axios,Go,JavaScript,298,113,0.9935344827586207
nats-io/nats-server,facebook/react,Go,JavaScript,298,483,0.9986549278552214
nats-io/nats-server,fastify/fastify,Go,JavaScript,298,279,0.9976507439310884
nats-io/nats-server,mozilla/pdf.js,Go,JavaScript,298,543,0.9988449988449989
nats-io/nats-server,sveltejs/svelte,Go,JavaScript,298,1107,0.9994601889338731
nats-io/nats-server,vercel/next.js,Go,JavaScript,298,1258,0.9985398553129355
nats-io/nats-server,apache/airflow,Go,Python,298,1648,0.9980894922071393
nats-io/nats-server,ccxt/ccxt,Go,Python,298,693,0.9989037273270879
nats-io/nats-server,localstack/localstack,Go,Python,298,472,0.9966386554621849
nats-io/nats-server,posthog/posthog,Go,Python,298,403,0.9983213429256594
nats-io/nats-server,ansible/ansible,Go,Python,298,768,0.9935373503136286
nats-io/nats-server,langchain-ai/langchain,Go,Python,298,130,0.9977396873234131
nats-io/nats-server,odoo/odoo,Go,Python,298,115,0.9982578397212544
nats-io/nats-server,quarkusio/quarkus,Go,Java,298,950,0.9975067220728429
nats-io/nats-server,hannah-sten/texify-idea,Go,Kotlin,298,53,0.9977250568735782
nats-io/nats-server,horizontalsystems/unstoppable-wallet-android,Go,Kotlin,298,15,0.997589199614272
nats-io/nats-server,intellij-rust/intellij-rust,Go,Kotlin,298,233,0.9994446501295816
nats-io/nats-server,jwstegemann/fritz2,Go,Kotlin,298,12,0.9911032028469751
nats-io/nats-server,square/anvil,Go,Kotlin,298,49,0.9977285633162976
nats-io/nats-server,square/kotlinpoet,Go,Kotlin,298,24,0.9929453262786596
nats-io/nats-server,square/leakcanary,Go,Kotlin,298,36,0.9968063872255489
nats-io/nats-server,square/okhttp,Go,Kotlin,298,15,0.9947183098591549
nats-io/nats-server,thundernest/k-9,Go,Kotlin,298,146,0.9983091787439613
nats-io/nats-server,dmwm/wmcore,Go,Python,298,263,0.9995246018540528
nats-io/nats-server,rucio/rucio,Go,Python,298,297,0.9930972388955582
nats-io/nats-server,iterative/dvc,Go,Python,298,132,0.9950331125827815
nats-io/nats-server,conda/conda,Go,Python,298,608,0.9968669894616918
nats-io/nats-server,dagster-io/dagster,Go,Python,298,154,0.9968649517684888
nats-io/nats-server,django/django,Go,Python,298,850,0.9980716253443526
nats-io/nats-server,googleapis/google-cloud-python,Go,Python,298,911,0.9981086999800916
nats-io/nats-server,huggingface/transformers,Go,Python,298,1049,0.9989620683147764
nats-io/nats-server,pandas-dev/pandas,Go,Python,298,5016,0.9990526116339291
nats-io/nats-server,qiskit/qiskit,Go,Python,298,1356,0.9990435851892335
nats-io/nats-server,scipy/scipy,Go,Python,298,100,0.9991496598639455
nats-io/nats-server,sympy/sympy,Go,Python,298,384,0.9987623762376238
nats-io/nats-server,matplotlib/matplotlib,Go,Python,298,184,0.9973821989528796
nats-io/nats-server,numpy/numpy,Go,Python,298,803,0.9980623043672678
nats-io/nats-server,open-mmlab/mmdetection,Go,Python,298,103,0.9961821652577039
nats-io/nats-server,pantsbuild/pants,Go,Python,298,734,0.996864569636897
nats-io/nats-server,pypa/pip,Go,Python,298,684,0.9940856399337592
nats-io/nats-server,ray-project/ray,Go,Python,298,340,0.9962746141564662
nats-io/nats-server,scikit-learn/scikit-learn,Go,Python,298,228,0.99717659137577
nats-io/nats-server,wagtail/wagtail,Go,Python,298,407,0.9985797471950008
nats-io/nats-server,ytdl-org/youtube-dl,Go,Python,298,309,0.9988716502115655
nats-io/nats-server,celery/celery,Go,Python,298,245,0.9972669298511995
nats-io/nats-server,conan-io/conan,Go,Python,298,858,0.9978204874182682
nats-io/nats-server,docker/compose,Go,Python,298,583,0.9966901117087298
nats-io/nats-server,google/jax,Go,Python,298,568,0.998085513720485
nats-io/nats-server,ipython/ipython,Go,Python,298,843,0.9975429975429976
nats-io/nats-server,jupyterlab/jupyterlab,Go,Python,298,200,0.9982149232416994
nats-io/nats-server,lightning-ai/lightning,Go,Python,298,374,0.9955341806939196
nats-io/nats-server,mesonbuild/meson,Go,Python,298,945,0.9974145891043398
nats-io/nats-server,prefecthq/prefect,Go,Python,298,406,0.9969937141295436
nats-io/nats-server,pyca/cryptography,Go,Python,298,337,0.984468339307049
nats-io/nats-server,pydata/xarray,Go,Python,298,122,0.9971370143149284
nats-io/nats-server,pytest-dev/pytest,Go,Python,298,118,0.9969673995451099
nats-io/nats-server,sphinx-doc/sphinx,Go,Python,298,186,0.9963672391017173
nats-io/nats-server,eclipse-aspectj/aspectj,Go,Java,298,269,0.9984766050054407
nats-io/nats-server,eclipse-birt/birt,Go,Java,298,3498,0.9995994048300332
nats-io/nats-server,eclipse-jdt/eclipse.jdt.ui,Go,Java,298,2543,0.9997847610848042
nats-io/nats-server,eclipse-platform/eclipse.platform.swt,Go,Java,298,90,0.9996372869060574
nats-io/nats-server,eclipse-platform/eclipse.platform.ui,Go,Java,298,2063,0.9997310381925767
nats-io/nats-server,apache/tomcat,Go,Java,298,51,0.995945945945946
nektos/act,elastic/elasticsearch,Go,Java,166,970,0.9974263654561052
nektos/act,apache/dolphinscheduler,Go,Java,166,1369,0.9931192660550459
nektos/act,apache/dubbo,Go,Java,166,379,0.9980712166172107
nektos/act,liquibase/liquibase,Go,Java,166,241,0.9970451667370198
nektos/act,openrefine/openrefine,Go,Java,166,620,0.9855165754747345
nektos/act,seleniumhq/selenium,Go,Java,166,134,0.9914333792259447
nektos/act,axios/axios,Go,JavaScript,166,113,0.9543726235741445
nektos/act,facebook/react,Go,JavaScript,166,483,0.9917029953593025
nektos/act,fastify/fastify,Go,JavaScript,166,279,0.9865501008742434
nektos/act,mozilla/pdf.js,Go,JavaScript,166,543,0.9874310239117106
nektos/act,sveltejs/svelte,Go,JavaScript,166,1107,0.990540753586631
nektos/act,vercel/next.js,Go,JavaScript,166,1258,0.9926428571428572
nektos/act,apache/airflow,Go,Python,166,1648,0.9954311215002922
nektos/act,ccxt/ccxt,Go,Python,166,693,0.9962107257512762
nektos/act,localstack/localstack,Go,Python,166,472,0.9929596533983212
nektos/act,posthog/posthog,Go,Python,166,403,0.9934457747094293
nektos/act,ansible/ansible,Go,Python,166,768,0.9948175568482285
nektos/act,langchain-ai/langchain,Go,Python,166,130,0.9933993399339934
nektos/act,odoo/odoo,Go,Python,166,115,0.997536035481089
nektos/act,quarkusio/quarkus,Go,Java,166,950,0.997524241799051
nektos/act,hannah-sten/texify-idea,Go,Kotlin,166,53,0.9447761194029851
nektos/act,horizontalsystems/unstoppable-wallet-android,Go,Kotlin,166,15,0.9980139026812314
nektos/act,intellij-rust/intellij-rust,Go,Kotlin,166,233,0.9970011534025375
nektos/act,jwstegemann/fritz2,Go,Kotlin,166,12,0.9773828756058158
nektos/act,square/anvil,Go,Kotlin,166,49,0.9884726224783862
nektos/act,square/kotlinpoet,Go,Kotlin,166,24,0.9873817034700315
nektos/act,square/leakcanary,Go,Kotlin,166,36,0.9951321279554938
nektos/act,square/okhttp,Go,Kotlin,166,15,0.9905808477237049
nektos/act,thundernest/k-9,Go,Kotlin,166,146,0.9980475105759844
nektos/act,dmwm/wmcore,Go,Python,166,263,0.9964968152866241
nektos/act,rucio/rucio,Go,Python,166,297,0.9929359823399558
nektos/act,iterative/dvc,Go,Python,166,132,0.9881393624907339
nektos/act,conda/conda,Go,Python,166,608,0.9909983633387889
nektos/act,dagster-io/dagster,Go,Python,166,154,0.9938450716609514
nektos/act,django/django,Go,Python,166,850,0.9959631842402713
nektos/act,googleapis/google-cloud-python,Go,Python,166,911,0.9975498385120838
nektos/act,huggingface/transformers,Go,Python,166,1049,0.9977966635190432
nektos/act,pandas-dev/pandas,Go,Python,166,5016,0.998510090749018
nektos/act,qiskit/qiskit,Go,Python,166,1356,0.9979206653870761
nektos/act,scipy/scipy,Go,Python,166,100,0.9951239333604226
nektos/act,sympy/sympy,Go,Python,166,384,0.9962954892133362
nektos/act,matplotlib/matplotlib,Go,Python,166,184,0.9923444976076555
nektos/act,numpy/numpy,Go,Python,166,803,0.9964551577454803
nektos/act,open-mmlab/mmdetection,Go,Python,166,103,0.9946153846153846
nektos/act,pantsbuild/pants,Go,Python,166,734,0.9938775510204082
nektos/act,pypa/pip,Go,Python,166,684,0.9930379746835443
nektos/act,ray-project/ray,Go,Python,166,340,0.9934873623817646
nektos/act,scikit-learn/scikit-learn,Go,Python,166,228,0.9946977730646872
nektos/act,wagtail/wagtail,Go,Python,166,407,0.9939738868429863
nektos/act,ytdl-org/youtube-dl,Go,Python,166,309,0.9979822437449556
nektos/act,celery/celery,Go,Python,166,245,0.9941599281221922
nektos/act,conan-io/conan,Go,Python,166,858,0.9962311557788944
nektos/act,docker/compose,Go,Python,166,583,0.9851851851851852
nektos/act,google/jax,Go,Python,166,568,0.9958723170060539
nektos/act,ipython/ipython,Go,Python,166,843,0.9921404244170815
nektos/act,jupyterlab/jupyterlab,Go,Python,166,200,0.990185387131952
nektos/act,lightning-ai/lightning,Go,Python,166,374,0.9886117136659436
nektos/act,mesonbuild/meson,Go,Python,166,945,0.9937902483900644
nektos/act,prefecthq/prefect,Go,Python,166,406,0.9857253086419753
nektos/act,pyca/cryptography,Go,Python,166,337,0.9943007452871547
nektos/act,pydata/xarray,Go,Python,166,122,0.9963715529753265
nektos/act,pytest-dev/pytest,Go,Python,166,118,0.9898154042011458
nektos/act,sphinx-doc/sphinx,Go,Python,166,186,0.9892911779704232
nektos/act,eclipse-aspectj/aspectj,Go,Java,166,269,0.996031746031746
nektos/act,eclipse-birt/birt,Go,Java,166,3498,0.9985372097275553
nektos/act,eclipse-jdt/eclipse.jdt.ui,Go,Java,166,2543,0.9991489361702127
nektos/act,eclipse-platform/eclipse.platform.swt,Go,Java,166,90,0.9982248520710059
nektos/act,eclipse-platform/eclipse.platform.ui,Go,Java,166,2063,0.9987439158423614
nektos/act,apache/tomcat,Go,Java,166,51,0.997398091934085
elastic/elasticsearch,apache/dolphinscheduler,Java,Java,970,1369,0.991839236178311
elastic/elasticsearch,apache/dubbo,Java,Java,970,379,0.994757665677547
elastic/elasticsearch,liquibase/liquibase,Java,Java,970,241,0.9958395932046689
elastic/elasticsearch,openrefine/openrefine,Java,Java,970,620,0.9902232544201378
elastic/elasticsearch,seleniumhq/selenium,Java,Java,970,134,0.9933946294021974
elastic/elasticsearch,axios/axios,Java,JavaScript,970,113,0.9988104028222168
elastic/elasticsearch,facebook/react,Java,JavaScript,970,483,0.9967752442996742
elastic/elasticsearch,fastify/fastify,Java,JavaScript,970,279,0.9977667889615569
elastic/elasticsearch,mozilla/pdf.js,Java,JavaScript,970,543,0.9968717413972888
elastic/elasticsearch,sveltejs/svelte,Java,JavaScript,970,1107,0.9962247761592944
elastic/elasticsearch,vercel/next.js,Java,JavaScript,970,1258,0.9949986698590051
elastic/elasticsearch,apache/airflow,Java,Python,970,1648,0.9933037819485051
elastic/elasticsearch,ccxt/ccxt,Java,Python,970,693,0.998450340455506
elastic/elasticsearch,localstack/localstack,Java,Python,970,472,0.9961147967598871
elastic/elasticsearch,posthog/posthog,Java,Python,970,403,0.9950045672527974
elastic/elasticsearch,ansible/ansible,Java,Python,970,768,0.9952184965500545
elastic/elasticsearch,langchain-ai/langchain,Java,Python,970,130,0.9967661959685243
elastic/elasticsearch,odoo/odoo,Java,Python,970,115,0.9941336024727181
elastic/elasticsearch,quarkusio/quarkus,Java,Java,970,950,0.9864578728156921
elastic/elasticsearch,hannah-sten/texify-idea,Java,Kotlin,970,53,0.9952732528614399
elastic/elasticsearch,horizontalsystems/unstoppable-wallet-android,Java,Kotlin,970,15,0.9972759798341194
elastic/elasticsearch,intellij-rust/intellij-rust,Java,Kotlin,970,233,0.9977438762354963
elastic/elasticsearch,jwstegemann/fritz2,Java,Kotlin,970,12,0.9979759593539592
elastic/elasticsearch,square/anvil,Java,Kotlin,970,49,0.9972821610937243
elastic/elasticsearch,square/kotlinpoet,Java,Kotlin,970,24,0.9985138705416117
elastic/elasticsearch,square/leakcanary,Java,Kotlin,970,36,0.9962442064887326
elastic/elasticsearch,square/okhttp,Java,Kotlin,970,15,0.9967391753002848
elastic/elasticsearch,thundernest/k-9,Java,Kotlin,970,146,0.9956867451804066
elastic/elasticsearch,dmwm/wmcore,Java,Python,970,263,0.9974933592727001
elastic/elasticsearch,rucio/rucio,Java,Python,970,297,0.9967511119706053
elastic/elasticsearch,iterative/dvc,Java,Python,970,132,0.9986366734832992
elastic/elasticsearch,conda/conda,Java,Python,970,608,0.9980794345855419
elastic/elasticsearch,dagster-io/dagster,Java,Python,970,154,0.9922775505534422
elastic/elasticsearch,django/django,Java,Python,970,850,0.9972130817272178
elastic/elasticsearch,googleapis/google-cloud-python,Java,Python,970,911,0.9983112775952593
elastic/elasticsearch,huggingface/transformers,Java,Python,970,1049,0.9982789855072464
elastic/elasticsearch,pandas-dev/pandas,Java,Python,970,5016,0.996532485139222
elastic/elasticsearch,qiskit/qiskit,Java,Python,970,1356,0.9948059781515984
elastic/elasticsearch,scipy/scipy,Java,Python,970,100,0.9980806878814633
elastic/elasticsearch,sympy/sympy,Java,Python,970,384,0.9984385535327727
elastic/elasticsearch,matplotlib/matplotlib,Java,Python,970,184,0.9944619069001647
elastic/elasticsearch,numpy/numpy,Java,Python,970,803,0.9974342307823886
elastic/elasticsearch,open-mmlab/mmdetection,Java,Python,970,103,0.9989308896525392
elastic/elasticsearch,pantsbuild/pants,Java,Python,970,734,0.9963898916967509
elastic/elasticsearch,pypa/pip,Java,Python,970,684,0.9971214953271028
elastic/elasticsearch,ray-project/ray,Java,Python,970,340,0.9946734136760104
elastic/elasticsearch,scikit-learn/scikit-learn,Java,Python,970,228,0.9962148453764337
elastic/elasticsearch,wagtail/wagtail,Java,Python,970,407,0.9949600865918008
elastic/elasticsearch,ytdl-org/youtube-dl,Java,Python,970,309,0.9989258449380443
elastic/elasticsearch,celery/celery,Java,Python,970,245,0.9982956306166718
elastic/elasticsearch,conan-io/conan,Java,Python,970,858,0.998839275998404
elastic/elasticsearch,docker/compose,Java,Python,970,583,0.9985163799671197
elastic/elasticsearch,google/jax,Java,Python,970,568,0.9990082280340876
elastic/elasticsearch,ipython/ipython,Java,Python,970,843,0.9970444428227395
elastic/elasticsearch,jupyterlab/jupyterlab,Java,Python,970,200,0.9949555375909458
elastic/elasticsearch,lightning-ai/lightning,Java,Python,970,374,0.9986238892820634
elastic/elasticsearch,mesonbuild/meson,Java,Python,970,945,0.997637541611483
elastic/elasticsearch,prefecthq/prefect,Java,Python,970,406,0.9952637408807914
elastic/elasticsearch,pyca/cryptography,Java,Python,970,337,0.9957094816590004
elastic/elasticsearch,pydata/xarray,Java,Python,970,122,0.9983979493752002
elastic/elasticsearch,pytest-dev/pytest,Java,Python,970,118,0.998449920508744
elastic/elasticsearch,sphinx-doc/sphinx,Java,Python,970,186,0.9973385518590998
elastic/elasticsearch,eclipse-aspectj/aspectj,Java,Java,970,269,0.9960910130176642
elastic/elasticsearch,eclipse-birt/birt,Java,Java,970,3498,0.9953745374537454
elastic/elasticsearch,eclipse-jdt/eclipse.jdt.ui,Java,Java,970,2543,0.9982712013578927
elastic/elasticsearch,eclipse-platform/eclipse.platform.swt,Java,Java,970,90,0.9985758930337434
elastic/elasticsearch,eclipse-platform/eclipse.platform.ui,Java,Java,970,2063,0.9981641576821656
elastic/elasticsearch,apache/tomcat,Java,Java,970,51,0.9951499474577641
apache/dolphinscheduler,apache/dubbo,Java,Java,1369,379,0.9856744326321345
apache/dolphinscheduler,liquibase/liquibase,Java,Java,1369,241,0.9940395861448493
apache/dolphinscheduler,openrefine/openrefine,Java,Java,1369,620,0.9836967808930426
apache/dolphinscheduler,seleniumhq/selenium,Java,Java,1369,134,0.989509954058193
apache/dolphinscheduler,axios/axios,Java,JavaScript,1369,113,0.9950765864332604
apache/dolphinscheduler,facebook/react,Java,JavaScript,1369,483,0.9899515916092123
apache/dolphinscheduler,fastify/fastify,Java,JavaScript,1369,279,0.9955056179775281
apache/dolphinscheduler,mozilla/pdf.js,Java,JavaScript,1369,543,0.9914154317833419
apache/dolphinscheduler,sveltejs/svelte,Java,JavaScript,1369,1107,0.9902844706979637
apache/dolphinscheduler,vercel/next.js,Java,JavaScript,1369,1258,0.992203868830093
