Recall@30,Recall@50,Recall@75,Recall@100,Recall@125,Recall@150,Recall@200,indexing_time_min,index_size_gb,num_indexes
0.06033400809716599,0.062201417004048576,0.06253036437246964,0.06285931174089068,0.06285931174089068,0.06285931174089068,0.06285931174089068,5.1990322820345565,2.07532202526927,6.8
0.024671052631578948,0.025,0.025,0.025,0.025,0.025,0.025,3.714790791670481,1.2965810036286711,22.4
0.03543016194331984,0.037297570850202424,0.037297570850202424,0.037297570850202424,0.037297570850202424,0.037297570850202424,0.037297570850202424,3.771312654018402,1.4126938205212354,13.0
