Recall@30,Recall@50,Recall@75,Recall@100,Recall@125,Recall@150,Recall@200
0.061738293778062864,0.06574727389352149,0.06751122514432328,0.06831302116741501,0.0689544579858884,0.06927517639512508,0.06975625400898011
