model_name,source_project,target_project,scenario,top-1,top-5,top-10,MAP,MRR
COOBA,pydata/xarray,ipython/ipython,CP-transfer,0.011834319526627219,0.1301775147928994,0.23668639053254437,0.06750047623692994,0.07809109891494503
COOBA,ipython/ipython,pydata/xarray,WP-small,0.08,0.16,0.28,0.1187683775221167,0.14648907071109638
COOBA,ipython/ipython,pydata/xarray,WP-large,0.16,0.32,0.52,0.2081744720887184,0.2621213847212299
COOBA,ipython/ipython,pydata/xarray,CP-cold-start,0.04,0.08,0.08,0.04230396701712791,0.06165760206631642
COOBA,ipython/ipython,numpy/numpy,CP-transfer,0.037267080745341616,0.11180124223602485,0.19875776397515527,0.07336502464887057,0.0795901812845429
COOBA,numpy/numpy,docker/compose,WP-small,0.08547008547008547,0.5811965811965812,0.7777777777777778,0.28066198897878786,0.30466288845199824
COOBA,numpy/numpy,docker/compose,WP-large,0.17094017094017094,0.5299145299145299,0.8034188034188035,0.3078586426536173,0.34497436212253374
COOBA,numpy/numpy,docker/compose,CP-cold-start,0.0,0.05128205128205128,0.24786324786324787,0.058916112051158126,0.06899112006121655
COOBA,ipython/ipython,pydata/xarray,CP-transfer,0.0,0.0,0.12,0.05658095002045781,0.058630320145580166
COOBA,pydata/xarray,docker/compose,WP-small,0.23076923076923078,0.5384615384615384,0.7948717948717948,0.32875922765671944,0.38631125252985543
COOBA,pydata/xarray,docker/compose,WP-large,0.2222222222222222,0.7264957264957265,0.8461538461538461,0.3821527241150305,0.4409939401350221
COOBA,pydata/xarray,docker/compose,CP-cold-start,0.0,0.21367521367521367,0.4017094017094017,0.10037322122881107,0.10736501516590058
COOBA,pydata/xarray,docker/compose,CP-transfer,0.17094017094017094,0.7264957264957265,0.8290598290598291,0.33703624858629283,0.37812982038968385
COOBA,docker/compose,pydata/xarray,WP-small,0.04,0.2,0.4,0.11801091215792729,0.13757008478024602
COOBA,docker/compose,pydata/xarray,WP-large,0.12,0.36,0.52,0.20953667525333358,0.2512885494503059
COOBA,docker/compose,pydata/xarray,CP-cold-start,0.0,0.0,0.08,0.0253525277703127,0.02475792091827432
COOBA,numpy/numpy,docker/compose,CP-transfer,0.23076923076923078,0.7435897435897436,0.8376068376068376,0.3789337197444386,0.43372891164494987
COOBA,docker/compose,numpy/numpy,WP-small,0.018633540372670808,0.062111801242236024,0.10559006211180125,0.0508555325222145,0.055889624483293876
COOBA,docker/compose,numpy/numpy,WP-large,0.024844720496894408,0.09937888198757763,0.17391304347826086,0.07839226159290416,0.07593665449220512
COOBA,docker/compose,pydata/xarray,CP-transfer,0.04,0.32,0.56,0.16820955110247787,0.20628277364935868
COOBA,docker/compose,numpy/numpy,CP-cold-start,0.0,0.0,0.0,0.0030533068919398752,0.002448686738976126
COOBA,pydata/xarray,qiskit/qiskit,WP-small,0.029411764705882353,0.16544117647058823,0.2426470588235294,0.07651062828322837,0.09556410949070406
COOBA,docker/compose,numpy/numpy,CP-transfer,0.012422360248447204,0.043478260869565216,0.09937888198757763,0.04539767583900732,0.0460651541438845
COOBA,numpy/numpy,qiskit/qiskit,WP-small,0.058823529411764705,0.20220588235294118,0.25,0.1016864698340864,0.12641977892086667
COOBA,pydata/xarray,qiskit/qiskit,WP-large,0.05514705882352941,0.21691176470588236,0.26838235294117646,0.10049579547001528,0.1322401512460561
COOBA,pydata/xarray,qiskit/qiskit,CP-cold-start,0.003676470588235294,0.011029411764705883,0.058823529411764705,0.0129062958193888,0.016054543970168093
COOBA,pydata/xarray,qiskit/qiskit,CP-transfer,0.022058823529411766,0.13970588235294118,0.20220588235294118,0.0627970363068014,0.07778768542550166
COOBA,qiskit/qiskit,pydata/xarray,WP-small,0.08,0.28,0.36,0.1620735787953568,0.1888461401177489
COOBA,qiskit/qiskit,pydata/xarray,WP-large,0.04,0.32,0.48,0.16672042201140408,0.18895338126874367
COOBA,numpy/numpy,qiskit/qiskit,WP-large,0.09926470588235294,0.22426470588235295,0.27941176470588236,0.12050967940288233,0.16098549869176057
COOBA,numpy/numpy,qiskit/qiskit,CP-cold-start,0.003676470588235294,0.011029411764705883,0.029411764705882353,0.012910401968130125,0.015925538144933776
COOBA,qiskit/qiskit,pydata/xarray,CP-cold-start,0.08,0.24,0.28,0.12556148739309228,0.15794820368508497
COOBA,numpy/numpy,qiskit/qiskit,CP-transfer,0.04411764705882353,0.15808823529411764,0.25,0.08374579644225365,0.10621360583696765
COOBA,qiskit/qiskit,numpy/numpy,WP-small,0.006211180124223602,0.06832298136645963,0.12422360248447205,0.04902620350038024,0.051515451646814085
COOBA,qiskit/qiskit,numpy/numpy,WP-large,0.043478260869565216,0.13043478260869565,0.19875776397515527,0.08612903083173476,0.09335202163014086
BLAZE,jupyterlab/jupyterlab,localstack/localstack,WP-large,0.2737,0.5158,0.5789,0.2548,0.3873
BLAZE,jupyterlab/jupyterlab,localstack/localstack,CP-cold-start,0.1579,0.3368,0.3895,0.1571,0.2455
BLAZE,jupyterlab/jupyterlab,localstack/localstack,CP-transfer,0.1789,0.4316,0.5474,0.2066,0.2963
BLAZE,localstack/localstack,jupyterlab/jupyterlab,WP-small,0.125,0.35,0.4,0.183,0.2331
BLAZE,localstack/localstack,jupyterlab/jupyterlab,WP-large,0.4,0.575,0.65,0.3669,0.5046
COOBA,qiskit/qiskit,numpy/numpy,CP-cold-start,0.006211180124223602,0.006211180124223602,0.006211180124223602,0.0045007988499477175,0.008933429790173426
BLAZE,localstack/localstack,jupyterlab/jupyterlab,CP-cold-start,0.125,0.25,0.325,0.1274,0.2148
COOBA,qiskit/qiskit,pydata/xarray,CP-transfer,0.0,0.12,0.48,0.09870253760003457,0.1120638313265209
COOBA,numpy/numpy,mesonbuild/meson,WP-small,0.037037037037037035,0.13756613756613756,0.19047619047619047,0.07979572869697985,0.08795252590111113
COOBA,numpy/numpy,mesonbuild/meson,WP-large,0.042328042328042326,0.15873015873015872,0.20105820105820105,0.08329618710426778,0.09159227480029485
COOBA,numpy/numpy,mesonbuild/meson,CP-cold-start,0.005291005291005291,0.021164021164021163,0.0582010582010582,0.021966462560477237,0.024148033204664954
COOBA,numpy/numpy,mesonbuild/meson,CP-transfer,0.0582010582010582,0.14814814814814814,0.19576719576719576,0.09291843137770917,0.1023676399104348
COOBA,mesonbuild/meson,numpy/numpy,WP-small,0.006211180124223602,0.09937888198757763,0.16149068322981366,0.05330649236393761,0.05796310474289546
COOBA,qiskit/qiskit,numpy/numpy,CP-transfer,0.049689440993788817,0.11801242236024845,0.21739130434782608,0.0958459971305327,0.09995771163399428
COOBA,scikit-learn/scikit-learn,ansible/ansible,WP-small,0.0,0.006493506493506494,0.006493506493506494,0.0035881968349393933,0.0035613339946699695
COOBA,mesonbuild/meson,numpy/numpy,WP-large,0.037267080745341616,0.12422360248447205,0.20496894409937888,0.08319358644907038,0.08841530281465619
COOBA,scikit-learn/scikit-learn,ansible/ansible,WP-large,0.0,0.012987012987012988,0.01948051948051948,0.0074959690207379,0.007576972986402148
COOBA,scikit-learn/scikit-learn,ansible/ansible,CP-cold-start,0.0,0.0,0.0,0.0009604636337893649,0.0010381294004233967
COOBA,scikit-learn/scikit-learn,ansible/ansible,CP-transfer,0.006493506493506494,0.012987012987012988,0.01948051948051948,0.011724904032925783,0.01163852382971624
COOBA,ansible/ansible,scikit-learn/scikit-learn,WP-small,0.021739130434782608,0.10869565217391304,0.13043478260869565,0.05091843018355306,0.05940085434414357
COOBA,mesonbuild/meson,numpy/numpy,CP-cold-start,0.0,0.0,0.0,0.002500860676622447,0.0018710725080804426
COOBA,ansible/ansible,scikit-learn/scikit-learn,WP-large,0.0,0.021739130434782608,0.08695652173913043,0.027246129682411534,0.0261763723532839
COOBA,ansible/ansible,scikit-learn/scikit-learn,CP-cold-start,0.0,0.0,0.0,0.0029909181801699163,0.0029232267964789966
COOBA,ansible/ansible,scikit-learn/scikit-learn,CP-transfer,0.0,0.0,0.043478260869565216,0.02063940322874903,0.01880624242819693
COOBA,scikit-learn/scikit-learn,wagtail/wagtail,WP-small,0.036585365853658534,0.08536585365853659,0.0975609756097561,0.038576393216822755,0.05407434706215194
COOBA,scikit-learn/scikit-learn,wagtail/wagtail,WP-large,0.036585365853658534,0.07317073170731707,0.12195121951219512,0.05236287688622427,0.0534906186382438
COOBA,scikit-learn/scikit-learn,wagtail/wagtail,CP-cold-start,0.0,0.024390243902439025,0.024390243902439025,0.009585293799025089,0.009899463372740542
COOBA,scikit-learn/scikit-learn,wagtail/wagtail,CP-transfer,0.012195121951219513,0.06097560975609756,0.0975609756097561,0.033981794553428805,0.040108678817677976
COOBA,wagtail/wagtail,scikit-learn/scikit-learn,WP-small,0.0,0.0,0.0,0.005558197198440572,0.005016454297883872
COOBA,mesonbuild/meson,numpy/numpy,CP-transfer,0.06832298136645963,0.14906832298136646,0.19875776397515527,0.10605958545285167,0.12278444862005129
COOBA,numpy/numpy,localstack/localstack,WP-small,0.042105263157894736,0.10526315789473684,0.18947368421052632,0.07979179599830177,0.09630851934204235
COOBA,wagtail/wagtail,scikit-learn/scikit-learn,WP-large,0.0,0.021739130434782608,0.10869565217391304,0.02568820173511249,0.024354453390494583
COOBA,wagtail/wagtail,scikit-learn/scikit-learn,CP-cold-start,0.0,0.08695652173913043,0.08695652173913043,0.032387348168093875,0.032501219803704635
COOBA,numpy/numpy,localstack/localstack,WP-large,0.09473684210526316,0.22105263157894736,0.3157894736842105,0.1354938816341489,0.17681927191616864
BLAZE,localstack/localstack,jupyterlab/jupyterlab,CP-transfer,0.225,0.475,0.525,0.2731,0.353
COOBA,wagtail/wagtail,scikit-learn/scikit-learn,CP-transfer,0.0,0.06521739130434782,0.10869565217391304,0.041795954471785676,0.04093865959275166
COOBA,numpy/numpy,localstack/localstack,CP-cold-start,0.010526315789473684,0.042105263157894736,0.05263157894736842,0.01603786821463358,0.028480402155121213
COOBA,ipython/ipython,ansible/ansible,WP-small,0.0,0.006493506493506494,0.012987012987012988,0.005881667394140649,0.0059028063151726875
BLAZE,jupyterlab/jupyterlab,wagtail/wagtail,WP-small,0.0854,0.2561,0.4024,0.1432,0.1901
COOBA,ipython/ipython,ansible/ansible,WP-large,0.0,0.01948051948051948,0.01948051948051948,0.009399675355840062,0.009397860743183058
BLAZE,jupyterlab/jupyterlab,wagtail/wagtail,WP-large,0.2073,0.4512,0.561,0.2695,0.3279
BLAZE,jupyterlab/jupyterlab,wagtail/wagtail,CP-cold-start,0.0732,0.1951,0.2927,0.1111,0.1446
COOBA,ipython/ipython,ansible/ansible,CP-cold-start,0.0,0.0,0.006493506493506494,0.0015446298135753345,0.002059590705079826
BLAZE,jupyterlab/jupyterlab,wagtail/wagtail,CP-transfer,0.1463,0.3902,0.4756,0.1879,0.258
COOBA,ipython/ipython,ansible/ansible,CP-transfer,0.0,0.025974025974025976,0.025974025974025976,0.007896714272788158,0.00793709962761922
COOBA,ansible/ansible,ipython/ipython,WP-small,0.011834319526627219,0.10059171597633136,0.20710059171597633,0.05079387252842512,0.061949043783981715
COOBA,numpy/numpy,localstack/localstack,CP-transfer,0.06315789473684211,0.21052631578947367,0.3684210526315789,0.13078820124172555,0.15765082310476405
COOBA,localstack/localstack,numpy/numpy,WP-small,0.024844720496894408,0.08074534161490683,0.18012422360248448,0.0623523844335541,0.06791126191210896
BLAZE,wagtail/wagtail,jupyterlab/jupyterlab,WP-small,0.0,0.025,0.025,0.0268,0.0265
BLAZE,wagtail/wagtail,jupyterlab/jupyterlab,WP-large,0.3,0.5,0.575,0.3268,0.4264
COOBA,ansible/ansible,ipython/ipython,WP-large,0.047337278106508875,0.17751479289940827,0.23076923076923078,0.0912101233202197,0.11041689016968921
BLAZE,wagtail/wagtail,jupyterlab/jupyterlab,CP-cold-start,0.1,0.375,0.425,0.1959,0.2334
BLAZE,wagtail/wagtail,jupyterlab/jupyterlab,CP-transfer,0.2,0.5,0.5,0.2648,0.3347
BLAZE,jupyterlab/jupyterlab,qiskit/qiskit,WP-small,0.2721,0.5,0.6103,0.3059,0.3815
COOBA,localstack/localstack,numpy/numpy,WP-large,0.049689440993788817,0.15527950310559005,0.20496894409937888,0.09423611648345405,0.1047452128585934
BLAZE,jupyterlab/jupyterlab,qiskit/qiskit,WP-large,0.364,0.5809,0.6949,0.3953,0.4704
COOBA,ansible/ansible,ipython/ipython,CP-cold-start,0.0,0.011834319526627219,0.01775147928994083,0.008822213262133696,0.010511656003088994
BLAZE,jupyterlab/jupyterlab,qiskit/qiskit,CP-cold-start,0.1066,0.25,0.3456,0.1415,0.1905
COOBA,localstack/localstack,numpy/numpy,CP-cold-start,0.0,0.012422360248447204,0.018633540372670808,0.01156310302573529,0.013688992916225174
COOBA,localstack/localstack,numpy/numpy,CP-transfer,0.018633540372670808,0.08695652173913043,0.09937888198757763,0.05106350413665622,0.056712010241051734
COOBA,scikit-learn/scikit-learn,ipython/ipython,WP-small,0.005917159763313609,0.04142011834319527,0.13609467455621302,0.038220908480935484,0.044379887705889264
COOBA,ansible/ansible,ipython/ipython,CP-transfer,0.011834319526627219,0.07692307692307693,0.23076923076923078,0.055451607640239535,0.06180791087603824
COOBA,ipython/ipython,wagtail/wagtail,WP-small,0.0,0.024390243902439025,0.04878048780487805,0.014134264485546087,0.015151066779784065
COOBA,scikit-learn/scikit-learn,ipython/ipython,WP-large,0.04142011834319527,0.17159763313609466,0.26627218934911245,0.08770938629566812,0.10584431168713944
COOBA,ipython/ipython,wagtail/wagtail,WP-large,0.036585365853658534,0.06097560975609756,0.12195121951219512,0.051333381115152614,0.05213560508810831
COOBA,scikit-learn/scikit-learn,ipython/ipython,CP-cold-start,0.0,0.01775147928994083,0.05325443786982249,0.016168020221573036,0.020286328886891507
COOBA,ipython/ipython,wagtail/wagtail,CP-cold-start,0.0,0.0,0.0,0.00085711249889602,0.0006519585557023716
COOBA,scikit-learn/scikit-learn,ipython/ipython,CP-transfer,0.011834319526627219,0.09467455621301775,0.17751479289940827,0.05784250975535209,0.06245807814194609
COOBA,ipython/ipython,scikit-learn/scikit-learn,WP-small,0.0,0.0,0.06521739130434782,0.02085200846388377,0.01950321347256007
COOBA,ipython/ipython,scikit-learn/scikit-learn,WP-large,0.0,0.021739130434782608,0.06521739130434782,0.0253251853265314,0.026212442721225863
COOBA,wagtail/wagtail,lightning-ai/lightning,WP-small,0.09333333333333334,0.4,0.64,0.1921634097383349,0.23414860918210526
COOBA,wagtail/wagtail,lightning-ai/lightning,WP-large,0.25333333333333335,0.56,0.6933333333333334,0.3159775827081322,0.407144072935539
COOBA,wagtail/wagtail,lightning-ai/lightning,CP-cold-start,0.02666666666666667,0.12,0.21333333333333335,0.07653381560464124,0.10377129803151076
COOBA,ipython/ipython,scikit-learn/scikit-learn,CP-cold-start,0.0,0.0,0.0,0.008251995912444087,0.007963377278267377
COOBA,ipython/ipython,wagtail/wagtail,CP-transfer,0.0,0.06097560975609756,0.08536585365853659,0.01919627898358644,0.021672281613621534
COOBA,wagtail/wagtail,ipython/ipython,WP-small,0.0,0.029585798816568046,0.08284023668639054,0.03524344975081551,0.037035027788150224
COOBA,wagtail/wagtail,lightning-ai/lightning,CP-transfer,0.17333333333333334,0.56,0.7466666666666667,0.2920116599505586,0.35952302645585343
COOBA,prefecthq/prefect,numpy/numpy,WP-small,0.006211180124223602,0.07453416149068323,0.14285714285714285,0.04758564674194792,0.04645539556738796
COOBA,wagtail/wagtail,ipython/ipython,WP-large,0.029585798816568046,0.1242603550295858,0.24260355029585798,0.07836046056864383,0.08963434366486935
COOBA,prefecthq/prefect,numpy/numpy,WP-large,0.043478260869565216,0.14906832298136646,0.2360248447204969,0.09279922725442115,0.10317066981140821
COOBA,wagtail/wagtail,ipython/ipython,CP-cold-start,0.0,0.011834319526627219,0.023668639053254437,0.012422960600580419,0.013787558303160674
COOBA,prefecthq/prefect,numpy/numpy,CP-cold-start,0.012422360248447204,0.08074534161490683,0.13043478260869565,0.04416638952954179,0.054016464156595626
COOBA,wagtail/wagtail,ipython/ipython,CP-transfer,0.011834319526627219,0.07100591715976332,0.15976331360946747,0.0463056640289104,0.054004307262052666
COOBA,prefecthq/prefect,numpy/numpy,CP-transfer,0.024844720496894408,0.049689440993788817,0.062111801242236024,0.0443942176178606,0.047940059440292754
COOBA,mesonbuild/meson,docker/compose,WP-small,0.21367521367521367,0.7008547008547008,0.811965811965812,0.3437220931677146,0.4073544903755082
COOBA,numpy/numpy,prefecthq/prefect,WP-small,0.06097560975609756,0.1951219512195122,0.32926829268292684,0.11252992939281288,0.1379855337110031
COOBA,numpy/numpy,prefecthq/prefect,WP-large,0.15853658536585366,0.25609756097560976,0.35365853658536583,0.16282156773700593,0.21015478023111286
COOBA,mesonbuild/meson,docker/compose,WP-large,0.2222222222222222,0.6410256410256411,0.8205128205128205,0.3504625656667418,0.408675071480369
COOBA,ipython/ipython,scikit-learn/scikit-learn,CP-transfer,0.0,0.0,0.06521739130434782,0.020770807590527022,0.02003191663424476
COOBA,scikit-learn/scikit-learn,docker/compose,WP-small,0.28205128205128205,0.6752136752136753,0.7521367521367521,0.3828949503702968,0.45557239600711996
COOBA,scikit-learn/scikit-learn,docker/compose,WP-large,0.24786324786324787,0.7264957264957265,0.8547008547008547,0.388692567728236,0.4511833769279707
COOBA,scikit-learn/scikit-learn,docker/compose,CP-cold-start,0.0,0.06837606837606838,0.09401709401709402,0.041863624084885774,0.0466105495485129
COOBA,numpy/numpy,prefecthq/prefect,CP-cold-start,0.012195121951219513,0.07317073170731707,0.10975609756097561,0.03538349457384912,0.04461003993251105
COOBA,mesonbuild/meson,docker/compose,CP-cold-start,0.0,0.03418803418803419,0.08547008547008547,0.051477860782424875,0.04698597633369091
COOBA,scikit-learn/scikit-learn,docker/compose,CP-transfer,0.23931623931623933,0.7350427350427351,0.8290598290598291,0.38650904140138387,0.4456490424405404
COOBA,docker/compose,scikit-learn/scikit-learn,WP-small,0.0,0.021739130434782608,0.13043478260869565,0.02572391592048009,0.025221132891704624
COOBA,docker/compose,scikit-learn/scikit-learn,WP-large,0.0,0.021739130434782608,0.06521739130434782,0.02266673064709528,0.022962451525475408
COOBA,docker/compose,scikit-learn/scikit-learn,CP-cold-start,0.0,0.0,0.0,0.0015613679182445953,0.0014199690691971787
COOBA,mesonbuild/meson,docker/compose,CP-transfer,0.15384615384615385,0.7094017094017094,0.8376068376068376,0.32266639599049496,0.3775944615688206
COOBA,numpy/numpy,prefecthq/prefect,CP-transfer,0.0975609756097561,0.2926829268292683,0.3780487804878049,0.13200778701263916,0.1853474422668484
COOBA,docker/compose,mesonbuild/meson,WP-small,0.037037037037037035,0.164021164021164,0.19047619047619047,0.09045670626498598,0.09508694162288935
COOBA,prefecthq/prefect,mesonbuild/meson,WP-small,0.06349206349206349,0.14285714285714285,0.18518518518518517,0.09270133447690866,0.10169936558825447
COOBA,docker/compose,scikit-learn/scikit-learn,CP-transfer,0.0,0.021739130434782608,0.15217391304347827,0.03264491905796254,0.03199713688844124
COOBA,scikit-learn/scikit-learn,qiskit/qiskit,WP-small,0.09558823529411764,0.20955882352941177,0.2647058823529412,0.11977096736447912,0.14878833607180053
COOBA,docker/compose,mesonbuild/meson,WP-large,0.0,0.042328042328042326,0.12169312169312169,0.02884274829835038,0.028140820377630483
COOBA,prefecthq/prefect,mesonbuild/meson,WP-large,0.05291005291005291,0.13756613756613756,0.20634920634920634,0.08784576106437175,0.09559246759293442
COOBA,prefecthq/prefect,mesonbuild/meson,CP-cold-start,0.0,0.0,0.031746031746031744,0.01398281067695806,0.012931445435038703
COOBA,docker/compose,mesonbuild/meson,CP-cold-start,0.0,0.005291005291005291,0.015873015873015872,0.004358479039117292,0.005599797288838408
COOBA,prefecthq/prefect,mesonbuild/meson,CP-transfer,0.037037037037037035,0.12698412698412698,0.1693121693121693,0.07266438918726244,0.08006177980030488
COOBA,mesonbuild/meson,prefecthq/prefect,WP-small,0.12195121951219512,0.23170731707317074,0.3048780487804878,0.131469762225558,0.17299781957591742
COOBA,docker/compose,mesonbuild/meson,CP-transfer,0.042328042328042326,0.1693121693121693,0.20105820105820105,0.09181104304646885,0.09423665483213257
COOBA,mesonbuild/meson,prefecthq/prefect,WP-large,0.0,0.08536585365853659,0.17073170731707318,0.06283926016816346,0.06110099106872936
COOBA,mesonbuild/meson,qiskit/qiskit,WP-small,0.04779411764705882,0.14338235294117646,0.19852941176470587,0.07774176051474736,0.0960825458871815
COOBA,scikit-learn/scikit-learn,qiskit/qiskit,WP-large,0.0661764705882353,0.22426470588235295,0.27941176470588236,0.10582655188108023,0.14156747698764285
COOBA,scikit-learn/scikit-learn,qiskit/qiskit,CP-cold-start,0.007352941176470588,0.014705882352941176,0.029411764705882353,0.013371307913109379,0.018488238892757275
COOBA,mesonbuild/meson,prefecthq/prefect,CP-cold-start,0.0,0.036585365853658534,0.06097560975609756,0.026198321303187697,0.027430297382252927
COOBA,mesonbuild/meson,prefecthq/prefect,CP-transfer,0.07317073170731707,0.1951219512195122,0.3048780487804878,0.10741953415337717,0.14264720503852962
COOBA,prefecthq/prefect,localstack/localstack,WP-small,0.05263157894736842,0.23157894736842105,0.3263157894736842,0.11159398470497801,0.1460445586978854
COOBA,scikit-learn/scikit-learn,qiskit/qiskit,CP-transfer,0.04411764705882353,0.17647058823529413,0.23897058823529413,0.0882390080259342,0.10486901515374623
COOBA,qiskit/qiskit,scikit-learn/scikit-learn,WP-small,0.0,0.043478260869565216,0.06521739130434782,0.02793906216052534,0.02778454383145458
COOBA,mesonbuild/meson,qiskit/qiskit,WP-large,0.09926470588235294,0.20588235294117646,0.29044117647058826,0.12382521856077447,0.1587353756917592
COOBA,qiskit/qiskit,scikit-learn/scikit-learn,WP-large,0.0,0.043478260869565216,0.08695652173913043,0.03040454703784223,0.029960246021458834
COOBA,prefecthq/prefect,localstack/localstack,WP-large,0.09473684210526316,0.22105263157894736,0.3368421052631579,0.12560918891134212,0.16494386126668706
COOBA,prefecthq/prefect,localstack/localstack,CP-cold-start,0.0,0.05263157894736842,0.07368421052631578,0.01997175385467352,0.0312584162681204
COOBA,mesonbuild/meson,qiskit/qiskit,CP-cold-start,0.007352941176470588,0.01838235294117647,0.04411764705882353,0.021604587746258244,0.024146718051288596
COOBA,prefecthq/prefect,localstack/localstack,CP-transfer,0.09473684210526316,0.18947368421052632,0.3157894736842105,0.1377095780982629,0.15884380498395262
COOBA,localstack/localstack,prefecthq/prefect,WP-small,0.012195121951219513,0.08536585365853659,0.18292682926829268,0.0568996389114181,0.06514278817288251
COOBA,localstack/localstack,prefecthq/prefect,WP-large,0.10975609756097561,0.24390243902439024,0.35365853658536583,0.14093957304459148,0.17705433966488113
COOBA,mesonbuild/meson,qiskit/qiskit,CP-transfer,0.04779411764705882,0.1948529411764706,0.2426470588235294,0.09343624862612525,0.11341216430366943
COOBA,qiskit/qiskit,mesonbuild/meson,WP-small,0.047619047619047616,0.14285714285714285,0.19576719576719576,0.07885878158352336,0.0903493751249833
COOBA,qiskit/qiskit,scikit-learn/scikit-learn,CP-cold-start,0.0,0.0,0.0,0.006279302764635432,0.006398035858161464
COOBA,qiskit/qiskit,mesonbuild/meson,WP-large,0.07407407407407407,0.15873015873015872,0.20634920634920634,0.10504017969753762,0.11327985135174677
COOBA,localstack/localstack,prefecthq/prefect,CP-cold-start,0.024390243902439025,0.08536585365853659,0.13414634146341464,0.03283817036819798,0.0534032924522922
COOBA,localstack/localstack,prefecthq/prefect,CP-transfer,0.10975609756097561,0.2926829268292683,0.3780487804878049,0.155568119805324,0.18421002357051172
COOBA,pydata/xarray,numpy/numpy,WP-small,0.018633540372670808,0.06832298136645963,0.09316770186335403,0.044928407592474635,0.051242658750206144
COOBA,pydata/xarray,numpy/numpy,WP-large,0.012422360248447204,0.10559006211180125,0.19254658385093168,0.0667102927068271,0.06768185201181985
COOBA,pydata/xarray,numpy/numpy,CP-cold-start,0.018633540372670808,0.037267080745341616,0.049689440993788817,0.022979451103357508,0.031073378777361545
COOBA,qiskit/qiskit,mesonbuild/meson,CP-cold-start,0.0,0.0,0.021164021164021163,0.012635678639844257,0.011634274776483353
COOBA,pydata/xarray,numpy/numpy,CP-transfer,0.031055900621118012,0.06832298136645963,0.11801242236024845,0.05847855222232429,0.06292882112659524
COOBA,numpy/numpy,pydata/xarray,WP-small,0.0,0.16,0.28,0.07878857241655235,0.09164656561923691
COOBA,numpy/numpy,pydata/xarray,WP-large,0.08,0.24,0.56,0.17760296899846637,0.20764723947076888
COOBA,numpy/numpy,pydata/xarray,CP-cold-start,0.0,0.0,0.04,0.019729862913945535,0.019966923416224427
COOBA,qiskit/qiskit,scikit-learn/scikit-learn,CP-transfer,0.0,0.0,0.0,0.003361857727608614,0.0031500379471228897
COOBA,ipython/ipython,docker/compose,WP-small,0.1794871794871795,0.7264957264957265,0.8034188034188035,0.33868161907574407,0.3890813559909377
COOBA,ipython/ipython,docker/compose,WP-large,0.24786324786324787,0.717948717948718,0.8547008547008547,0.39129346371430335,0.4569429469445347
COOBA,ipython/ipython,docker/compose,CP-cold-start,0.02564102564102564,0.07692307692307693,0.09401709401709402,0.022179752136786232,0.0565344055867428
COOBA,qiskit/qiskit,mesonbuild/meson,CP-transfer,0.042328042328042326,0.1693121693121693,0.19047619047619047,0.09420060762763201,0.09904488383704939
COOBA,ansible/ansible,wagtail/wagtail,WP-small,0.0,0.06097560975609756,0.07317073170731707,0.01772516083636574,0.019301593512497384
COOBA,ansible/ansible,wagtail/wagtail,WP-large,0.036585365853658534,0.0975609756097561,0.13414634146341464,0.059336217744632734,0.062352612561213334
COOBA,ansible/ansible,wagtail/wagtail,CP-cold-start,0.0,0.012195121951219513,0.024390243902439025,0.0025548864842157726,0.004521793335674317
COOBA,numpy/numpy,pydata/xarray,CP-transfer,0.08,0.36,0.68,0.20541816661963705,0.2354799019454192
COOBA,ipython/ipython,docker/compose,CP-transfer,0.1794871794871795,0.6581196581196581,0.811965811965812,0.31097430081415167,0.35925632920850037
COOBA,pydata/xarray,mesonbuild/meson,WP-small,0.037037037037037035,0.15873015873015872,0.20105820105820105,0.08594754419741547,0.0921090025647562
COOBA,docker/compose,ipython/ipython,WP-small,0.005917159763313609,0.05917159763313609,0.11834319526627218,0.039578123341211906,0.04751894514491462
COOBA,docker/compose,ipython/ipython,WP-large,0.047337278106508875,0.14792899408284024,0.21893491124260356,0.09102949578435927,0.11032064997790374
COOBA,pydata/xarray,mesonbuild/meson,WP-large,0.031746031746031744,0.15873015873015872,0.19047619047619047,0.07801078210037843,0.08242756900164308
COOBA,ansible/ansible,wagtail/wagtail,CP-transfer,0.036585365853658534,0.08536585365853659,0.12195121951219512,0.05675025562642077,0.06078259535274561
COOBA,pydata/xarray,mesonbuild/meson,CP-cold-start,0.0,0.0,0.005291005291005291,0.0067846462325934645,0.006869028153858896
COOBA,wagtail/wagtail,ansible/ansible,WP-small,0.0,0.006493506493506494,0.006493506493506494,0.003256211205624301,0.003206985288335481
COOBA,docker/compose,ipython/ipython,CP-cold-start,0.0,0.011834319526627219,0.011834319526627219,0.005434140110709627,0.006774632480055862
COOBA,pydata/xarray,mesonbuild/meson,CP-transfer,0.05291005291005291,0.164021164021164,0.20105820105820105,0.08296089058273133,0.09791584584988014
COOBA,mesonbuild/meson,pydata/xarray,WP-small,0.04,0.16,0.36,0.1281426404046549,0.15520082293245227
COOBA,wagtail/wagtail,ansible/ansible,WP-large,0.006493506493506494,0.012987012987012988,0.012987012987012988,0.010701233617285904,0.010734707558923641
COOBA,mesonbuild/meson,pydata/xarray,WP-large,0.04,0.32,0.6,0.1708677999960716,0.2094847719061274
COOBA,wagtail/wagtail,ansible/ansible,CP-cold-start,0.0,0.0,0.0,0.0022480016979242127,0.002312269948209033
