Recall@30,Recall@50,Recall@75,Recall@100,Recall@125,Recall@150,Recall@200,Recall@250,Recall@300,Recall@400,Recall@500,Recall@600,Recall@700
0.08744710860366714,0.1466854724964739,0.21015514809590974,0.27926657263751764,0.3300423131170663,0.37376586741889983,0.43441466854724964,0.4894217207334274,0.5613540197461213,0.6798307475317349,0.7433004231311706,0.7997179125528914,0.849083215796897
