Recall@30,Recall@50,Recall@75,Recall@100,Recall@125,Recall@150,Recall@200,Recall@250,Recall@300
0.23667205169628433,0.3182552504038772,0.3869143780290792,0.42326332794830374,0.4668820678513732,0.4886914378029079,0.5379644588045234,0.5840064620355412,0.6187399030694669
