Recall@30,Recall@50,Recall@75,Recall@100,Recall@125,Recall@150,Recall@200,Recall@250,Recall@300,Recall@400,Recall@500,Recall@600,Recall@700
0.15024630541871922,0.229064039408867,0.29802955665024633,0.3817733990147783,0.4408866995073892,0.49014778325123154,0.5738916256157636,0.625615763546798,0.6970443349753694,0.7857142857142857,0.8694581280788177,0.9039408866995073,0.9359605911330049
