Recall@30,Recall@50,Recall@75,Recall@100,Recall@125,Recall@150,Recall@200,Recall@250,Recall@300,Recall@400,Recall@500,Recall@600,Recall@700
0.22126929674099485,0.36192109777015435,0.5265866209262435,0.6449399656946827,0.7221269296740995,0.8027444253859348,0.9279588336192109,0.9965694682675815,0.9982847341337907,0.9982847341337907,0.9982847341337907,0.9982847341337907,0.9982847341337907
