Recall@30,Recall@50,Recall@75,Recall@100,Recall@125,Recall@150,Recall@200,Recall@250,Recall@300,Recall@400,Recall@500,Recall@600,Recall@700
0.08072916666666667,0.109375,0.140625,0.171875,0.19010416666666666,0.21484375,0.2552083333333333,0.2877604166666667,0.3125,0.3645833333333333,0.4140625,0.44140625,0.48046875
