Recall@30,Recall@50,Recall@75,Recall@100,Recall@125,Recall@150,Recall@200,Recall@250,Recall@300,Recall@400,Recall@500,Recall@600,Recall@700
0.2563559322033898,0.3156779661016949,0.4046610169491525,0.5,0.5338983050847458,0.5677966101694916,0.6588983050847458,0.7330508474576272,0.7648305084745762,0.8347457627118644,0.8686440677966102,0.8877118644067796,0.8961864406779662
