Recall@30,Recall@50,Recall@75,Recall@100,Recall@125,Recall@150,Recall@200,Recall@250,Recall@300,Recall@400,Recall@500,Recall@600,Recall@700
0.2897998093422307,0.3651096282173499,0.43088655862726405,0.48427073403241183,0.5319351763584366,0.5710200190657769,0.6263107721639657,0.678741658722593,0.7197330791229742,0.784556720686368,0.8293612964728313,0.8627264061010487,0.894184938036225
