Recall@30,Recall@50,Recall@75,Recall@100,Recall@125,Recall@150,Recall@200,Recall@250,Recall@300
0.37168141592920356,0.4690265486725664,0.5663716814159292,0.6637168141592921,0.7876106194690266,0.8672566371681416,0.9026548672566371,0.9026548672566371,0.9026548672566371
