Recall@30,Recall@50,Recall@75,Recall@100,Recall@125,Recall@150,Recall@200,Recall@250,Recall@300,Recall@400,Recall@500,Recall@600,Recall@700
0.1091703056768559,0.1703056768558952,0.2096069868995633,0.2314410480349345,0.28820960698689957,0.314410480349345,0.39737991266375544,0.43231441048034935,0.48034934497816595,0.519650655021834,0.5895196506550219,0.6331877729257642,0.6855895196506551
