Recall@30,Recall@50,Recall@75,Recall@100,Recall@125,Recall@150,Recall@200,Recall@250,Recall@300,Recall@400,Recall@500,Recall@600,Recall@700
0.11005291005291006,0.15343915343915343,0.19788359788359788,0.2306878306878307,0.27724867724867724,0.31851851851851853,0.37354497354497357,0.4126984126984127,0.455026455026455,0.5407407407407407,0.5851851851851851,0.6306878306878307,0.6666666666666666
