Recall@30,Recall@50,Recall@75,Recall@100,Recall@125,Recall@150,Recall@200,Recall@250,Recall@300
0.03698896820246593,0.05256327060350422,0.06619078520441272,0.07722258273848151,0.08565866320571058,0.0927968851395198,0.10317975340687865,0.11875405580791694,0.13757300454250487
