Recall@30,Recall@50,Recall@75,Recall@100,Recall@125,Recall@150,Recall@200,Recall@250,Recall@300
0.4022140221402214,0.47601476014760147,0.5719557195571956,0.6014760147601476,0.6236162361623616,0.6309963099630996,0.6826568265682657,0.7749077490774908,0.8302583025830258
