Recall@30,Recall@50,Recall@75,Recall@100,Recall@125,Recall@150,Recall@200,Recall@250,Recall@300,Recall@400,Recall@500,Recall@600,Recall@700
0.17543859649122806,0.2807017543859649,0.39766081871345027,0.47514619883040937,0.5321637426900585,0.5877192982456141,0.6710526315789473,0.7441520467836257,0.7894736842105263,0.8757309941520468,0.9108187134502924,0.9400584795321637,0.9678362573099415
