Recall@30,Recall@50,Recall@75,Recall@100,Recall@125,Recall@150,Recall@200,Recall@250,Recall@300,Recall@400,Recall@500,Recall@600,Recall@700
0.4897959183673469,0.673469387755102,0.7755102040816326,0.9183673469387755,0.9795918367346939,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
