Recall@30,Recall@50,Recall@75,Recall@100,Recall@125,Recall@150,Recall@200,Recall@250,Recall@300
0.4014336917562724,0.5017921146953405,0.5806451612903226,0.6236559139784946,0.6487455197132617,0.6666666666666666,0.6738351254480287,0.6774193548387096,0.6810035842293907
