Recall@30,Recall@50,Recall@75,Recall@100,Recall@125,Recall@150,Recall@200,Recall@250,Recall@300
0.016150740242261104,0.02086137281292059,0.026917900403768506,0.031628532974428,0.03768506056527591,0.039703903095558546,0.047106325706594884,0.0531628532974428,0.05720053835800808
