Recall@30,Recall@50,Recall@75,Recall@100,Recall@125,Recall@150,Recall@200,Recall@250,Recall@300
0.3795918367346939,0.49387755102040815,0.6285714285714286,0.6775510204081633,0.7183673469387755,0.746938775510204,0.8,0.8367346938775511,0.8530612244897959
