Recall@30,Recall@50,Recall@75,Recall@100,Recall@125,Recall@150,Recall@200,Recall@250,Recall@300
0.146358066712049,0.19673247106875424,0.25799863852961197,0.31654186521443156,0.37168141592920356,0.4118447923757658,0.494213750850919,0.5636487406398911,0.6269571136827774
