Recall@30,Recall@50,Recall@75,Recall@100,Recall@125,Recall@150,Recall@200,Recall@250,Recall@300
0.13075506445672191,0.20441988950276244,0.292817679558011,0.39594843462246776,0.5119705340699816,0.6574585635359116,0.9465930018416207,1.2136279926335174,1.5009208103130756
