bug_id,gt_blob_sha,faiss_rank,model_rank,rank_displacement,faiss_score,model_score
scipy__scipy-194,7c161879bd1cc62039f20f04063fdd510d23cc20,145,40,105,0.3432905077934265,0.010203986428678036
scipy__scipy-4150,45b326bfebad842f8a6170219cfb178d4bd7a0e4,203,258,-55,0.3046380281448364,2.7017040948179583e-12
scipy__scipy-5140,47713e34db5ac1e963f365639c839e4cb86619b6,160,97,63,0.38373005390167236,3.937929795938544e-05
