Recall@30,Recall@50,Recall@75,Recall@100,Recall@125,Recall@150,Recall@200,Recall@250,Recall@300,Recall@400,Recall@500,Recall@600,Recall@700
0.7660098522167488,0.8300492610837439,0.8596059113300493,0.8817733990147784,0.896551724137931,0.9088669950738916,0.9310344827586207,0.9458128078817734,0.9630541871921182,0.9778325123152709,0.9802955665024631,0.9876847290640394,0.9876847290640394
