Recall@30,Recall@50,Recall@75,Recall@100,Recall@125,Recall@150,Recall@200,Recall@250,Recall@300,Recall@400,Recall@500,Recall@600,Recall@700
0.813200498132005,0.8555417185554172,0.887920298879203,0.912826899128269,0.9290161892901619,0.9452054794520548,0.9638854296388543,0.9713574097135741,0.975093399750934,0.9825653798256538,0.9887920298879203,0.9925280199252802,0.9937733499377335
